subspace1,subspace2,breakdown,correlation
Mazda;*;,Hyundai;Pickup;,Year,nan
Mazda;*;,Hyundai;MPV;,Year,nan
Mazda;*;,Mazda;Compact;,Year,0.9073152081043266
Mazda;*;,Mazda;Fullsize;,Year,nan
Mazda;*;,Mazda;Midsize;,Year,0.8542137834400638
Mazda;*;,Mazda;Sporty;,Year,nan
Mazda;*;,Mazda;Subcompact;,Year,0.036145424937006676
Mazda;*;,Mazda;SUV;,Year,0.8554251256638155
Mazda;*;,Mazda;Pickup;,Year,nan
Mazda;*;,Mazda;MPV;,Year,-0.24206699617316718
Mazda;*;,Toyota;Compact;,Year,nan
Mazda;*;,Toyota;Fullsize;,Year,nan
Mazda;*;,Toyota;Midsize;,Year,0.6986242708080461
Mazda;*;,Toyota;Sporty;,Year,nan
Mazda;*;,Toyota;Subcompact;,Year,0.5571857408008609
Mazda;*;,Toyota;SUV;,Year,0.8092565331986964
Mazda;*;,Toyota;Pickup;,Year,nan
Mazda;*;,Toyota;MPV;,Year,nan
Mazda;*;,Volkswagen;Compact;,Year,-0.1158701647228626
Mazda;*;,Volkswagen;Fullsize;,Year,nan
Mazda;*;,Volkswagen;Midsize;,Year,0.11745598628078859
Mazda;*;,Volkswagen;Sporty;,Year,0.8115811134291377
Mazda;*;,Volkswagen;Subcompact;,Year,0.64111922408894
Mazda;*;,Volkswagen;SUV;,Year,-0.14206207305125887
Mazda;*;,Volkswagen;Pickup;,Year,nan
Mazda;*;,Volkswagen;MPV;,Year,nan
Toyota;*;,Volkswagen;*;,Year,-0.24060139576918277
Toyota;*;,*;Compact;,Year,0.2023064535480839
Toyota;*;,*;Fullsize;,Year,0.5592969786406622
Toyota;*;,*;Midsize;,Year,0.7479106633047696
Toyota;*;,*;Sporty;,Year,0.9384700318113219
Toyota;*;,*;Subcompact;,Year,0.917061872873174
Toyota;*;,*;SUV;,Year,0.268848165672362
Toyota;*;,*;Pickup;,Year,0.8077773387332416
Toyota;*;,*;MPV;,Year,-0.2594978855992326
Toyota;*;,BMW;Compact;,Year,0.8636590539856495
Toyota;*;,BMW;Fullsize;,Year,0.7352430368680208
Toyota;*;,BMW;Midsize;,Year,-0.778086583071901
Toyota;*;,BMW;Sporty;,Year,0.9473653053692382
Toyota;*;,BMW;Subcompact;,Year,0.2542149684449584
Toyota;*;,BMW;SUV;,Year,0.10341588964180937
Toyota;*;,BMW;Pickup;,Year,nan
Toyota;*;,BMW;MPV;,Year,nan
Toyota;*;,Ford;Compact;,Year,0.36603505369305983
Toyota;*;,Ford;Fullsize;,Year,0.5356987164255048
Toyota;*;,Ford;Midsize;,Year,-0.8956161322782101
Toyota;*;,Ford;Sporty;,Year,0.9195977618658547
Toyota;*;,Ford;Subcompact;,Year,-0.6015730722713681
Toyota;*;,Ford;SUV;,Year,0.10327604823864284
Toyota;*;,Ford;Pickup;,Year,0.46089374102456443
Toyota;*;,Ford;MPV;,Year,nan
Toyota;*;,GMC;Compact;,Year,nan
Toyota;*;,GMC;Fullsize;,Year,nan
Toyota;*;,GMC;Midsize;,Year,nan
Toyota;*;,GMC;Sporty;,Year,nan
Toyota;*;,GMC;Subcompact;,Year,nan
Toyota;*;,GMC;SUV;,Year,-0.09269390585569542
Toyota;*;,GMC;Pickup;,Year,0.8525967182855769
Toyota;*;,GMC;MPV;,Year,nan
Toyota;*;,Honda;Compact;,Year,nan
Toyota;*;,Honda;Fullsize;,Year,nan
Toyota;*;,Honda;Midsize;,Year,0.9835589225877277
Toyota;*;,Honda;Sporty;,Year,nan
Toyota;*;,Honda;Subcompact;,Year,0.8928642538723549
Toyota;*;,Honda;SUV;,Year,0.6644671184714454
Toyota;*;,Honda;Pickup;,Year,nan
Toyota;*;,Honda;MPV;,Year,nan
Toyota;*;,Hyundai;Compact;,Year,-0.8146718599175522
Toyota;*;,Hyundai;Fullsize;,Year,nan
Toyota;*;,Hyundai;Midsize;,Year,-0.6231158290047075
Toyota;*;,Hyundai;Sporty;,Year,nan
Toyota;*;,Hyundai;Subcompact;,Year,-0.7442207169336597
Toyota;*;,Hyundai;SUV;,Year,0.14604526973924634
Toyota;*;,Hyundai;Pickup;,Year,nan
Toyota;*;,Hyundai;MPV;,Year,nan
Toyota;*;,Mazda;Compact;,Year,0.8509094792614317
Toyota;*;,Mazda;Fullsize;,Year,nan
Toyota;*;,Mazda;Midsize;,Year,0.9660146858361712
Toyota;*;,Mazda;Sporty;,Year,nan
Toyota;*;,Mazda;Subcompact;,Year,-0.6216981216410454
Toyota;*;,Mazda;SUV;,Year,0.40591050722779654
Toyota;*;,Mazda;Pickup;,Year,nan
Toyota;*;,Mazda;MPV;,Year,-0.2594978855992326
Toyota;*;,Toyota;Compact;,Year,nan
Toyota;*;,Toyota;Fullsize;,Year,nan
Toyota;*;,Toyota;Midsize;,Year,0.9924521211241945
Toyota;*;,Toyota;Sporty;,Year,nan
Toyota;*;,Toyota;Subcompact;,Year,0.9499410449922487
Toyota;*;,Toyota;SUV;,Year,0.7581457234458016
Toyota;*;,Toyota;Pickup;,Year,nan
Toyota;*;,Toyota;MPV;,Year,nan
Toyota;*;,Volkswagen;Compact;,Year,-0.7389334503085341
Toyota;*;,Volkswagen;Fullsize;,Year,nan
Toyota;*;,Volkswagen;Midsize;,Year,-0.5499860738751597
Toyota;*;,Volkswagen;Sporty;,Year,0.9217156564153801
Toyota;*;,Volkswagen;Subcompact;,Year,0.9734907565176716
Toyota;*;,Volkswagen;SUV;,Year,-0.7655401194836514
Toyota;*;,Volkswagen;Pickup;,Year,nan
Toyota;*;,Volkswagen;MPV;,Year,nan
Volkswagen;*;,*;Compact;,Year,0.8988509628837732
Volkswagen;*;,*;Fullsize;,Year,0.6632913656830561
Volkswagen;*;,*;Midsize;,Year,0.42986592442879523
Volkswagen;*;,*;Sporty;,Year,0.0723257288767988
Volkswagen;*;,*;Subcompact;,Year,-0.44237111597459366
Volkswagen;*;,*;SUV;,Year,0.843096464614424
Volkswagen;*;,*;Pickup;,Year,0.33351890765177716
Volkswagen;*;,*;MPV;,Year,-0.26760632088964037
Volkswagen;*;,BMW;Compact;,Year,0.13821986577283238
Volkswagen;*;,BMW;Fullsize;,Year,0.42406559825309614
Volkswagen;*;,BMW;Midsize;,Year,0.0014169520971585303
Volkswagen;*;,BMW;Sporty;,Year,0.01563587043658604
Volkswagen;*;,BMW;Subcompact;,Year,-0.4792320450952601
Volkswagen;*;,BMW;SUV;,Year,0.8608387741742991
Volkswagen;*;,BMW;Pickup;,Year,nan
Volkswagen;*;,BMW;MPV;,Year,nan
Volkswagen;*;,Ford;Compact;,Year,0.12460806194160028
Volkswagen;*;,Ford;Fullsize;,Year,0.6846136752987005
Volkswagen;*;,Ford;Midsize;,Year,0.6359772371612518
Volkswagen;*;,Ford;Sporty;,Year,0.10348131829800081
Volkswagen;*;,Ford;Subcompact;,Year,0.7349447643039704
Volkswagen;*;,Ford;SUV;,Year,0.8784037000964927
Volkswagen;*;,Ford;Pickup;,Year,0.5674713707220501
Volkswagen;*;,Ford;MPV;,Year,nan
Volkswagen;*;,GMC;Compact;,Year,nan
Volkswagen;*;,GMC;Fullsize;,Year,nan
Volkswagen;*;,GMC;Midsize;,Year,nan
Volkswagen;*;,GMC;Sporty;,Year,nan
Volkswagen;*;,GMC;Subcompact;,Year,nan
Volkswagen;*;,GMC;SUV;,Year,0.9866899733564296
Volkswagen;*;,GMC;Pickup;,Year,0.27821374506452196
Volkswagen;*;,GMC;MPV;,Year,nan
Volkswagen;*;,Honda;Compact;,Year,nan
Volkswagen;*;,Honda;Fullsize;,Year,nan
Volkswagen;*;,Honda;Midsize;,Year,-0.3465872409280128
Volkswagen;*;,Honda;Sporty;,Year,nan
Volkswagen;*;,Honda;Subcompact;,Year,-0.4579414999042978
Volkswagen;*;,Honda;SUV;,Year,0.5316531528491161
Volkswagen;*;,Honda;Pickup;,Year,nan
Volkswagen;*;,Honda;MPV;,Year,nan
Volkswagen;*;,Hyundai;Compact;,Year,0.7287066573748822
Volkswagen;*;,Hyundai;Fullsize;,Year,nan
Volkswagen;*;,Hyundai;Midsize;,Year,0.8931566404027
Volkswagen;*;,Hyundai;Sporty;,Year,nan
Volkswagen;*;,Hyundai;Subcompact;,Year,-0.43412757167273686
Volkswagen;*;,Hyundai;SUV;,Year,0.7472550237565202
Volkswagen;*;,Hyundai;Pickup;,Year,nan
Volkswagen;*;,Hyundai;MPV;,Year,nan
Volkswagen;*;,Mazda;Compact;,Year,0.26831413255088676
Volkswagen;*;,Mazda;Fullsize;,Year,nan
Volkswagen;*;,Mazda;Midsize;,Year,-0.0650233889660917
Volkswagen;*;,Mazda;Sporty;,Year,nan
Volkswagen;*;,Mazda;Subcompact;,Year,0.7495522749112906
Volkswagen;*;,Mazda;SUV;,Year,0.7552341009210031
Volkswagen;*;,Mazda;Pickup;,Year,nan
Volkswagen;*;,Mazda;MPV;,Year,-0.26760632088964037
Volkswagen;*;,Toyota;Compact;,Year,nan
Volkswagen;*;,Toyota;Fullsize;,Year,nan
Volkswagen;*;,Toyota;Midsize;,Year,-0.30840102580134415
Volkswagen;*;,Toyota;Sporty;,Year,nan
Volkswagen;*;,Toyota;Subcompact;,Year,-0.48177399268554977
Volkswagen;*;,Toyota;SUV;,Year,0.3177696589391605
Volkswagen;*;,Toyota;Pickup;,Year,nan
Volkswagen;*;,Toyota;MPV;,Year,nan
Volkswagen;*;,Volkswagen;Compact;,Year,0.8255652740603392
Volkswagen;*;,Volkswagen;Fullsize;,Year,nan
Volkswagen;*;,Volkswagen;Midsize;,Year,0.8875622269402421
Volkswagen;*;,Volkswagen;Sporty;,Year,-0.12324378317706615
Volkswagen;*;,Volkswagen;Subcompact;,Year,-0.3028392477123453
Volkswagen;*;,Volkswagen;SUV;,Year,0.8039416549143313
Volkswagen;*;,Volkswagen;Pickup;,Year,nan
Volkswagen;*;,Volkswagen;MPV;,Year,nan
*;Compact;,*;Fullsize;,Year,0.9116410815014399
*;Compact;,*;Midsize;,Year,0.7604130705184969
*;Compact;,*;Sporty;,Year,0.49472948466654065
*;Compact;,*;Subcompact;,Year,-0.02845805715587607
*;Compact;,*;SUV;,Year,0.9770179094782634
*;Compact;,*;Pickup;,Year,0.7114438300667354
*;Compact;,*;MPV;,Year,-0.35803753183694514
*;Compact;,BMW;Compact;,Year,0.5250550004427823
*;Compact;,BMW;Fullsize;,Year,0.7318786547368716
*;Compact;,BMW;Midsize;,Year,-0.34028751802264773
*;Compact;,BMW;Sporty;,Year,0.4501810038491695
*;Compact;,BMW;Subcompact;,Year,-0.436454137605105
*;Compact;,BMW;SUV;,Year,0.9409489879636515
*;Compact;,BMW;Pickup;,Year,nan
*;Compact;,BMW;MPV;,Year,nan
*;Compact;,Ford;Compact;,Year,0.2813733254479402
*;Compact;,Ford;Fullsize;,Year,0.9245395361136504
*;Compact;,Ford;Midsize;,Year,0.2387180207049194
*;Compact;,Ford;Sporty;,Year,0.5150708402791506
*;Compact;,Ford;Subcompact;,Year,0.5106569433469368
*;Compact;,Ford;SUV;,Year,0.9556689061543351
*;Compact;,Ford;Pickup;,Year,0.8166442590258475
*;Compact;,Ford;MPV;,Year,nan
*;Compact;,GMC;Compact;,Year,nan
*;Compact;,GMC;Fullsize;,Year,nan
*;Compact;,GMC;Midsize;,Year,nan
*;Compact;,GMC;Sporty;,Year,nan
*;Compact;,GMC;Subcompact;,Year,nan
*;Compact;,GMC;SUV;,Year,0.9519622668515939
*;Compact;,GMC;Pickup;,Year,0.6705442054076596
*;Compact;,GMC;MPV;,Year,nan
*;Compact;,Honda;Compact;,Year,nan
*;Compact;,Honda;Fullsize;,Year,nan
*;Compact;,Honda;Midsize;,Year,0.08170747600619793
*;Compact;,Honda;Sporty;,Year,nan
*;Compact;,Honda;Subcompact;,Year,-0.06852944834462046
*;Compact;,Honda;SUV;,Year,0.8414881324674587
*;Compact;,Honda;Pickup;,Year,nan
*;Compact;,Honda;MPV;,Year,nan
*;Compact;,Hyundai;Compact;,Year,0.3832049996470862
*;Compact;,Hyundai;Fullsize;,Year,nan
*;Compact;,Hyundai;Midsize;,Year,0.611369353595432
*;Compact;,Hyundai;Sporty;,Year,nan
*;Compact;,Hyundai;Subcompact;,Year,-0.7504834881700957
*;Compact;,Hyundai;SUV;,Year,0.8130122117758839
*;Compact;,Hyundai;Pickup;,Year,nan
*;Compact;,Hyundai;MPV;,Year,nan
*;Compact;,Mazda;Compact;,Year,0.6326897246889345
*;Compact;,Mazda;Fullsize;,Year,nan
*;Compact;,Mazda;Midsize;,Year,0.36946632243043814
*;Compact;,Mazda;Sporty;,Year,nan
*;Compact;,Mazda;Subcompact;,Year,0.5135853850983685
*;Compact;,Mazda;SUV;,Year,0.9493603942019306
*;Compact;,Mazda;Pickup;,Year,nan
*;Compact;,Mazda;MPV;,Year,-0.35803753183694514
*;Compact;,Toyota;Compact;,Year,nan
*;Compact;,Toyota;Fullsize;,Year,nan
*;Compact;,Toyota;Midsize;,Year,0.1370558784537281
*;Compact;,Toyota;Sporty;,Year,nan
*;Compact;,Toyota;Subcompact;,Year,-0.05668578029193039
*;Compact;,Toyota;SUV;,Year,0.6385651750299047
*;Compact;,Toyota;Pickup;,Year,nan
*;Compact;,Toyota;MPV;,Year,nan
*;Compact;,Volkswagen;Compact;,Year,0.4949370659208384
*;Compact;,Volkswagen;Fullsize;,Year,nan
*;Compact;,Volkswagen;Midsize;,Year,0.667858562803137
*;Compact;,Volkswagen;Sporty;,Year,0.29835574020482064
*;Compact;,Volkswagen;Subcompact;,Year,0.11139912334759655
*;Compact;,Volkswagen;SUV;,Year,0.47310604072806184
*;Compact;,Volkswagen;Pickup;,Year,nan
*;Compact;,Volkswagen;MPV;,Year,nan
*;Fullsize;,*;Midsize;,Year,0.9178823312230088
*;Fullsize;,*;Sporty;,Year,0.7877186655083359
*;Fullsize;,*;Subcompact;,Year,0.29039735854529836
*;Fullsize;,*;SUV;,Year,0.9312887240613325
*;Fullsize;,*;Pickup;,Year,0.8820082932714274
*;Fullsize;,*;MPV;,Year,-0.5209756394964775
*;Fullsize;,BMW;Compact;,Year,0.8081323184108028
*;Fullsize;,BMW;Fullsize;,Year,0.9379530263647277
*;Fullsize;,BMW;Midsize;,Year,-0.6514397930783358
*;Fullsize;,BMW;Sporty;,Year,0.7365301420556474
*;Fullsize;,BMW;Subcompact;,Year,-0.17473099637370937
*;Fullsize;,BMW;SUV;,Year,0.7768083130645393
*;Fullsize;,BMW;Pickup;,Year,nan
*;Fullsize;,BMW;MPV;,Year,nan
*;Fullsize;,Ford;Compact;,Year,0.30399924395031086
*;Fullsize;,Ford;Fullsize;,Year,0.9992710512001487
*;Fullsize;,Ford;Midsize;,Year,-0.13403967070898815
*;Fullsize;,Ford;Sporty;,Year,0.8070087360154463
*;Fullsize;,Ford;Subcompact;,Year,0.12422361635186482
*;Fullsize;,Ford;SUV;,Year,0.8149364297970075
*;Fullsize;,Ford;Pickup;,Year,0.7917043946055535
*;Fullsize;,Ford;MPV;,Year,nan
*;Fullsize;,GMC;Compact;,Year,nan
*;Fullsize;,GMC;Fullsize;,Year,nan
*;Fullsize;,GMC;Midsize;,Year,nan
*;Fullsize;,GMC;Sporty;,Year,nan
*;Fullsize;,GMC;Subcompact;,Year,nan
*;Fullsize;,GMC;SUV;,Year,0.7704360327335346
*;Fullsize;,GMC;Pickup;,Year,0.874497553373665
*;Fullsize;,GMC;MPV;,Year,nan
*;Fullsize;,Honda;Compact;,Year,nan
*;Fullsize;,Honda;Fullsize;,Year,nan
*;Fullsize;,Honda;Midsize;,Year,0.45080251539133576
*;Fullsize;,Honda;Sporty;,Year,nan
*;Fullsize;,Honda;Subcompact;,Year,0.26158024708587324
*;Fullsize;,Honda;SUV;,Year,0.9658678802275353
*;Fullsize;,Honda;Pickup;,Year,nan
*;Fullsize;,Honda;MPV;,Year,nan
*;Fullsize;,Hyundai;Compact;,Year,-0.022125102254953344
*;Fullsize;,Hyundai;Fullsize;,Year,nan
*;Fullsize;,Hyundai;Midsize;,Year,0.29629249424543846
*;Fullsize;,Hyundai;Sporty;,Year,nan
*;Fullsize;,Hyundai;Subcompact;,Year,-0.949121387768931
*;Fullsize;,Hyundai;SUV;,Year,0.8005377395272122
*;Fullsize;,Hyundai;Pickup;,Year,nan
*;Fullsize;,Hyundai;MPV;,Year,nan
*;Fullsize;,Mazda;Compact;,Year,0.8884259669778442
*;Fullsize;,Mazda;Fullsize;,Year,nan
*;Fullsize;,Mazda;Midsize;,Year,0.6615314171942553
*;Fullsize;,Mazda;Sporty;,Year,nan
*;Fullsize;,Mazda;Subcompact;,Year,0.12385201158725939
*;Fullsize;,Mazda;SUV;,Year,0.964017827943027
*;Fullsize;,Mazda;Pickup;,Year,nan
*;Fullsize;,Mazda;MPV;,Year,-0.5209756394964775
*;Fullsize;,Toyota;Compact;,Year,nan
*;Fullsize;,Toyota;Fullsize;,Year,nan
*;Fullsize;,Toyota;Midsize;,Year,0.4865275644687219
*;Fullsize;,Toyota;Sporty;,Year,nan
*;Fullsize;,Toyota;Subcompact;,Year,0.2984425020745437
*;Fullsize;,Toyota;SUV;,Year,0.8901625489899174
*;Fullsize;,Toyota;Pickup;,Year,nan
*;Fullsize;,Toyota;MPV;,Year,nan
*;Fullsize;,Volkswagen;Compact;,Year,0.1380528941365624
*;Fullsize;,Volkswagen;Fullsize;,Year,nan
*;Fullsize;,Volkswagen;Midsize;,Year,0.33553473823491115
*;Fullsize;,Volkswagen;Sporty;,Year,0.5588481984112587
*;Fullsize;,Volkswagen;Subcompact;,Year,0.49235147814500885
*;Fullsize;,Volkswagen;SUV;,Year,0.09856741301368878
*;Fullsize;,Volkswagen;Pickup;,Year,nan
*;Fullsize;,Volkswagen;MPV;,Year,nan
*;Midsize;,*;Sporty;,Year,0.8614937667880266
*;Midsize;,*;Subcompact;,Year,0.5995370203203289
*;Midsize;,*;SUV;,Year,0.7416928893230319
*;Midsize;,*;Pickup;,Year,0.946572913591355
*;Midsize;,*;MPV;,Year,-0.25212056148244116
*;Midsize;,BMW;Compact;,Year,0.794666995010673
*;Midsize;,BMW;Fullsize;,Year,0.9448446888188712
*;Midsize;,BMW;Midsize;,Year,-0.5813477055282008
*;Midsize;,BMW;Sporty;,Year,0.836713836408099
*;Midsize;,BMW;Subcompact;,Year,-0.019537346515192924
*;Midsize;,BMW;SUV;,Year,0.6572457173915948
*;Midsize;,BMW;Pickup;,Year,nan
*;Midsize;,BMW;MPV;,Year,nan
*;Midsize;,Ford;Compact;,Year,0.6026905744260772
*;Midsize;,Ford;Fullsize;,Year,0.9079750332080554
*;Midsize;,Ford;Midsize;,Year,-0.4149518741252356
*;Midsize;,Ford;Sporty;,Year,0.8540882311043588
*;Midsize;,Ford;Subcompact;,Year,-0.06387940318428004
*;Midsize;,Ford;SUV;,Year,0.6233269495595324
*;Midsize;,Ford;Pickup;,Year,0.7858874761507222
*;Midsize;,Ford;MPV;,Year,nan
*;Midsize;,GMC;Compact;,Year,nan
*;Midsize;,GMC;Fullsize;,Year,nan
*;Midsize;,GMC;Midsize;,Year,nan
*;Midsize;,GMC;Sporty;,Year,nan
*;Midsize;,GMC;Subcompact;,Year,nan
*;Midsize;,GMC;SUV;,Year,0.5410625264555641
*;Midsize;,GMC;Pickup;,Year,0.9509919057994134
*;Midsize;,GMC;MPV;,Year,nan
*;Midsize;,Honda;Compact;,Year,nan
*;Midsize;,Honda;Fullsize;,Year,nan
*;Midsize;,Honda;Midsize;,Year,0.6921906826676739
*;Midsize;,Honda;Sporty;,Year,nan
*;Midsize;,Honda;Subcompact;,Year,0.5902395930810553
*;Midsize;,Honda;SUV;,Year,0.901292695335144
*;Midsize;,Honda;Pickup;,Year,nan
*;Midsize;,Honda;MPV;,Year,nan
*;Midsize;,Hyundai;Compact;,Year,-0.2517560670436701
*;Midsize;,Hyundai;Fullsize;,Year,nan
*;Midsize;,Hyundai;Midsize;,Year,0.0026240637116960973
*;Midsize;,Hyundai;Sporty;,Year,nan
*;Midsize;,Hyundai;Subcompact;,Year,-0.9591931368116471
*;Midsize;,Hyundai;SUV;,Year,0.4994544981212607
*;Midsize;,Hyundai;Pickup;,Year,nan
*;Midsize;,Hyundai;MPV;,Year,nan
*;Midsize;,Mazda;Compact;,Year,0.948639454557208
*;Midsize;,Mazda;Fullsize;,Year,nan
*;Midsize;,Mazda;Midsize;,Year,0.863904869390831
*;Midsize;,Mazda;Sporty;,Year,nan
*;Midsize;,Mazda;Subcompact;,Year,-0.07238407260276528
*;Midsize;,Mazda;SUV;,Year,0.8034702317123172
*;Midsize;,Mazda;Pickup;,Year,nan
*;Midsize;,Mazda;MPV;,Year,-0.25212056148244116
*;Midsize;,Toyota;Compact;,Year,nan
*;Midsize;,Toyota;Fullsize;,Year,nan
*;Midsize;,Toyota;Midsize;,Year,0.7049550299285564
*;Midsize;,Toyota;Sporty;,Year,nan
*;Midsize;,Toyota;Subcompact;,Year,0.57469517268581
*;Midsize;,Toyota;SUV;,Year,0.8351999444021538
*;Midsize;,Toyota;Pickup;,Year,nan
*;Midsize;,Toyota;MPV;,Year,nan
*;Midsize;,Volkswagen;Compact;,Year,-0.12443801631341485
*;Midsize;,Volkswagen;Fullsize;,Year,nan
*;Midsize;,Volkswagen;Midsize;,Year,0.028431320836570136
*;Midsize;,Volkswagen;Sporty;,Year,0.8140824860647253
*;Midsize;,Volkswagen;Subcompact;,Year,0.7054599425103661
*;Midsize;,Volkswagen;SUV;,Year,-0.18536966260348978
*;Midsize;,Volkswagen;Pickup;,Year,nan
*;Midsize;,Volkswagen;MPV;,Year,nan
*;Sporty;,*;Subcompact;,Year,0.7538339366561249
*;Sporty;,*;SUV;,Year,0.5755461691554454
*;Sporty;,*;Pickup;,Year,0.9305060721117936
*;Sporty;,*;MPV;,Year,-0.44702753880836527
*;Sporty;,BMW;Compact;,Year,0.9731255382263632
*;Sporty;,BMW;Fullsize;,Year,0.8686896452357203
*;Sporty;,BMW;Midsize;,Year,-0.8716453294649027
*;Sporty;,BMW;Sporty;,Year,0.9913300954812313
*;Sporty;,BMW;Subcompact;,Year,0.04064629626320895
*;Sporty;,BMW;SUV;,Year,0.38283572701274293
*;Sporty;,BMW;Pickup;,Year,nan
*;Sporty;,BMW;MPV;,Year,nan
*;Sporty;,Ford;Compact;,Year,0.2755724627339783
*;Sporty;,Ford;Fullsize;,Year,0.7728495035276928
*;Sporty;,Ford;Midsize;,Year,-0.6964648362091949
*;Sporty;,Ford;Sporty;,Year,0.9971230547630785
*;Sporty;,Ford;Subcompact;,Year,-0.36720482996507353
*;Sporty;,Ford;SUV;,Year,0.41865377983198493
*;Sporty;,Ford;Pickup;,Year,0.6599455384113697
*;Sporty;,Ford;MPV;,Year,nan
*;Sporty;,GMC;Compact;,Year,nan
*;Sporty;,GMC;Fullsize;,Year,nan
*;Sporty;,GMC;Midsize;,Year,nan
*;Sporty;,GMC;Sporty;,Year,nan
*;Sporty;,GMC;Subcompact;,Year,nan
*;Sporty;,GMC;SUV;,Year,0.22807702561864399
*;Sporty;,GMC;Pickup;,Year,0.9568855276218557
*;Sporty;,GMC;MPV;,Year,nan
*;Sporty;,Honda;Compact;,Year,nan
*;Sporty;,Honda;Fullsize;,Year,nan
*;Sporty;,Honda;Midsize;,Year,0.8666532932744155
*;Sporty;,Honda;Sporty;,Year,nan
*;Sporty;,Honda;Subcompact;,Year,0.7038965722410526
*;Sporty;,Honda;SUV;,Year,0.876490801312795
*;Sporty;,Honda;Pickup;,Year,nan
*;Sporty;,Honda;MPV;,Year,nan
*;Sporty;,Hyundai;Compact;,Year,-0.6006035394661771
*;Sporty;,Hyundai;Fullsize;,Year,nan
*;Sporty;,Hyundai;Midsize;,Year,-0.3444250041585468
*;Sporty;,Hyundai;Sporty;,Year,nan
*;Sporty;,Hyundai;Subcompact;,Year,-0.8827269782475796
*;Sporty;,Hyundai;SUV;,Year,0.46424640942812806
*;Sporty;,Hyundai;Pickup;,Year,nan
*;Sporty;,Hyundai;MPV;,Year,nan
*;Sporty;,Mazda;Compact;,Year,0.9387920716082166
*;Sporty;,Mazda;Fullsize;,Year,nan
*;Sporty;,Mazda;Midsize;,Year,0.9385252301358322
*;Sporty;,Mazda;Sporty;,Year,nan
*;Sporty;,Mazda;Subcompact;,Year,-0.3841324072699218
*;Sporty;,Mazda;SUV;,Year,0.6903629445512816
*;Sporty;,Mazda;Pickup;,Year,nan
*;Sporty;,Mazda;MPV;,Year,-0.44702753880836527
*;Sporty;,Toyota;Compact;,Year,nan
*;Sporty;,Toyota;Fullsize;,Year,nan
*;Sporty;,Toyota;Midsize;,Year,0.9061405656065823
*;Sporty;,Toyota;Sporty;,Year,nan
*;Sporty;,Toyota;Subcompact;,Year,0.7938126184449406
*;Sporty;,Toyota;SUV;,Year,0.902251080918466
*;Sporty;,Toyota;Pickup;,Year,nan
*;Sporty;,Toyota;MPV;,Year,nan
*;Sporty;,Volkswagen;Compact;,Year,-0.4971268932673431
*;Sporty;,Volkswagen;Fullsize;,Year,nan
*;Sporty;,Volkswagen;Midsize;,Year,-0.23629010096148353
*;Sporty;,Volkswagen;Sporty;,Year,0.8582233826959689
*;Sporty;,Volkswagen;Subcompact;,Year,0.8710241103888111
*;Sporty;,Volkswagen;SUV;,Year,-0.5109990428436211
*;Sporty;,Volkswagen;Pickup;,Year,nan
*;Sporty;,Volkswagen;MPV;,Year,nan
*;Subcompact;,*;SUV;,Year,-0.012328903229092192
*;Subcompact;,*;Pickup;,Year,0.6603837696833066
*;Subcompact;,*;MPV;,Year,0.1350438783190765
*;Subcompact;,BMW;Compact;,Year,0.6054395601372535
*;Subcompact;,BMW;Fullsize;,Year,0.4884650962067644
*;Subcompact;,BMW;Midsize;,Year,-0.4816698664666215
*;Subcompact;,BMW;Sporty;,Year,0.8018031071559636
*;Subcompact;,BMW;Subcompact;,Year,0.25309884221173135
*;Subcompact;,BMW;SUV;,Year,-0.030968952123606897
*;Subcompact;,BMW;Pickup;,Year,nan
*;Subcompact;,BMW;MPV;,Year,nan
*;Subcompact;,Ford;Compact;,Year,0.551252662563524
*;Subcompact;,Ford;Fullsize;,Year,0.2663965148554098
*;Subcompact;,Ford;Midsize;,Year,-0.9532825140174332
*;Subcompact;,Ford;Sporty;,Year,0.7082406911417246
*;Subcompact;,Ford;Subcompact;,Year,-0.5879035484741677
*;Subcompact;,Ford;SUV;,Year,-0.10901958523407301
*;Subcompact;,Ford;Pickup;,Year,0.36879480793975944
*;Subcompact;,Ford;MPV;,Year,nan
*;Subcompact;,GMC;Compact;,Year,nan
*;Subcompact;,GMC;Fullsize;,Year,nan
*;Subcompact;,GMC;Midsize;,Year,nan
*;Subcompact;,GMC;Sporty;,Year,nan
*;Subcompact;,GMC;Subcompact;,Year,nan
*;Subcompact;,GMC;SUV;,Year,-0.33043202535267424
*;Subcompact;,GMC;Pickup;,Year,0.6985906901070159
*;Subcompact;,GMC;MPV;,Year,nan
*;Subcompact;,Honda;Compact;,Year,nan
*;Subcompact;,Honda;Fullsize;,Year,nan
*;Subcompact;,Honda;Midsize;,Year,0.9520411219299132
*;Subcompact;,Honda;Sporty;,Year,nan
*;Subcompact;,Honda;Subcompact;,Year,0.9821374830759677
*;Subcompact;,Honda;SUV;,Year,0.4116458844122086
*;Subcompact;,Honda;Pickup;,Year,nan
*;Subcompact;,Honda;MPV;,Year,nan
*;Subcompact;,Hyundai;Compact;,Year,-0.8230786487135048
*;Subcompact;,Hyundai;Fullsize;,Year,nan
*;Subcompact;,Hyundai;Midsize;,Year,-0.7898326730783172
*;Subcompact;,Hyundai;Sporty;,Year,nan
*;Subcompact;,Hyundai;Subcompact;,Year,-0.5046376555136928
*;Subcompact;,Hyundai;SUV;,Year,-0.23011311696942335
