subspace1,subspace2,breakdown,correlation
Ford;*;,GMC;Compact;,Year,nan
Ford;*;,GMC;Fullsize;,Year,nan
Ford;*;,GMC;Midsize;,Year,nan
Ford;*;,GMC;Sporty;,Year,nan
Ford;*;,GMC;Subcompact;,Year,nan
Ford;*;,GMC;SUV;,Year,0.9587845627199829
Ford;*;,GMC;Pickup;,Year,0.5260594235534138
Ford;*;,GMC;MPV;,Year,nan
Ford;*;,Honda;Compact;,Year,nan
Ford;*;,Honda;Fullsize;,Year,nan
Ford;*;,Honda;Midsize;,Year,-0.12790429492471017
Ford;*;,Honda;Sporty;,Year,nan
Ford;*;,Honda;Subcompact;,Year,-0.2608190096558679
Ford;*;,Honda;SUV;,Year,0.7356116887169669
Ford;*;,Honda;Pickup;,Year,nan
Ford;*;,Honda;MPV;,Year,nan
Ford;*;,Hyundai;Compact;,Year,0.5611311885213641
Ford;*;,Hyundai;Fullsize;,Year,nan
Ford;*;,Hyundai;Midsize;,Year,0.698278494127784
Ford;*;,Hyundai;Sporty;,Year,nan
Ford;*;,Hyundai;Subcompact;,Year,-0.5548154818032504
Ford;*;,Hyundai;SUV;,Year,0.7805308243185964
Ford;*;,Hyundai;Pickup;,Year,nan
Ford;*;,Hyundai;MPV;,Year,nan
Ford;*;,Mazda;Compact;,Year,0.4222200593495631
Ford;*;,Mazda;Fullsize;,Year,nan
Ford;*;,Mazda;Midsize;,Year,0.1881197699463031
Ford;*;,Mazda;Sporty;,Year,nan
Ford;*;,Mazda;Subcompact;,Year,0.711438707982505
Ford;*;,Mazda;SUV;,Year,0.8873569401092829
Ford;*;,Mazda;Pickup;,Year,nan
Ford;*;,Mazda;MPV;,Year,-0.2605309877372233
Ford;*;,Toyota;Compact;,Year,nan
Ford;*;,Toyota;Fullsize;,Year,nan
Ford;*;,Toyota;Midsize;,Year,-0.04065895385671686
Ford;*;,Toyota;Sporty;,Year,nan
Ford;*;,Toyota;Subcompact;,Year,-0.22732122245046804
Ford;*;,Toyota;SUV;,Year,0.4479919890959604
Ford;*;,Toyota;Pickup;,Year,nan
Ford;*;,Toyota;MPV;,Year,nan
Ford;*;,Volkswagen;Compact;,Year,0.610106038228175
Ford;*;,Volkswagen;Fullsize;,Year,nan
Ford;*;,Volkswagen;Midsize;,Year,0.8172165070094581
Ford;*;,Volkswagen;Sporty;,Year,0.13999991838439968
Ford;*;,Volkswagen;Subcompact;,Year,-0.11985538932153478
Ford;*;,Volkswagen;SUV;,Year,0.6255163721740427
Ford;*;,Volkswagen;Pickup;,Year,nan
Ford;*;,Volkswagen;MPV;,Year,nan
GMC;*;,Honda;*;,Year,0.37246225255869014
GMC;*;,Hyundai;*;,Year,0.2945227813564518
GMC;*;,Mazda;*;,Year,0.9192941161415545
GMC;*;,Toyota;*;,Year,0.45004576550868325
GMC;*;,Volkswagen;*;,Year,0.753314760651934
GMC;*;,*;Compact;,Year,0.9651344821463745
GMC;*;,*;Fullsize;,Year,0.9777607024527978
GMC;*;,*;Midsize;,Year,0.8863092932162111
GMC;*;,*;Sporty;,Year,0.7031509285147104
GMC;*;,*;Subcompact;,Year,0.21699105606669594
GMC;*;,*;SUV;,Year,0.9656981132544866
GMC;*;,*;Pickup;,Year,0.8666421124424848
GMC;*;,*;MPV;,Year,-0.39721618640592227
GMC;*;,BMW;Compact;,Year,0.712759370027294
GMC;*;,BMW;Fullsize;,Year,0.8547567386043894
GMC;*;,BMW;Midsize;,Year,-0.5231436147868083
GMC;*;,BMW;Sporty;,Year,0.6671604070080269
GMC;*;,BMW;Subcompact;,Year,-0.3521740910853071
GMC;*;,BMW;SUV;,Year,0.8909467521864918
GMC;*;,BMW;Pickup;,Year,nan
GMC;*;,BMW;MPV;,Year,nan
GMC;*;,Ford;Compact;,Year,0.33905076522105826
GMC;*;,Ford;Fullsize;,Year,0.9839107031028875
GMC;*;,Ford;Midsize;,Year,-0.02097220095643129
GMC;*;,Ford;Sporty;,Year,0.716569313217666
GMC;*;,Ford;Subcompact;,Year,0.31494746753737124
GMC;*;,Ford;SUV;,Year,0.9063967627845104
GMC;*;,Ford;Pickup;,Year,0.8766882493578187
GMC;*;,Ford;MPV;,Year,nan
GMC;*;,GMC;Compact;,Year,nan
GMC;*;,GMC;Fullsize;,Year,nan
GMC;*;,GMC;Midsize;,Year,nan
GMC;*;,GMC;Sporty;,Year,nan
GMC;*;,GMC;Subcompact;,Year,nan
GMC;*;,GMC;SUV;,Year,0.842080411670547
GMC;*;,GMC;Pickup;,Year,0.8399323477886906
GMC;*;,GMC;MPV;,Year,nan
GMC;*;,Honda;Compact;,Year,nan
GMC;*;,Honda;Fullsize;,Year,nan
GMC;*;,Honda;Midsize;,Year,0.33232901498466894
GMC;*;,Honda;Sporty;,Year,nan
GMC;*;,Honda;Subcompact;,Year,0.16880071725409965
GMC;*;,Honda;SUV;,Year,0.9480350737708948
GMC;*;,Honda;Pickup;,Year,nan
GMC;*;,Honda;MPV;,Year,nan
GMC;*;,Hyundai;Compact;,Year,0.13431490196776363
GMC;*;,Hyundai;Fullsize;,Year,nan
GMC;*;,Hyundai;Midsize;,Year,0.3880832086493249
GMC;*;,Hyundai;Sporty;,Year,nan
GMC;*;,Hyundai;Subcompact;,Year,-0.8753490125033713
GMC;*;,Hyundai;SUV;,Year,0.7846780019301645
GMC;*;,Hyundai;Pickup;,Year,nan
GMC;*;,Hyundai;MPV;,Year,nan
GMC;*;,Mazda;Compact;,Year,0.7970458710536179
GMC;*;,Mazda;Fullsize;,Year,nan
GMC;*;,Mazda;Midsize;,Year,0.592468663951141
GMC;*;,Mazda;Sporty;,Year,nan
GMC;*;,Mazda;Subcompact;,Year,0.311445038312535
GMC;*;,Mazda;SUV;,Year,0.9773029894173955
GMC;*;,Mazda;Pickup;,Year,nan
GMC;*;,Mazda;MPV;,Year,-0.39721618640592227
GMC;*;,Toyota;Compact;,Year,nan
GMC;*;,Toyota;Fullsize;,Year,nan
GMC;*;,Toyota;Midsize;,Year,0.38997832678407435
GMC;*;,Toyota;Sporty;,Year,nan
GMC;*;,Toyota;Subcompact;,Year,0.20104302476344363
GMC;*;,Toyota;SUV;,Year,0.7809362532591649
GMC;*;,Toyota;Pickup;,Year,nan
GMC;*;,Toyota;MPV;,Year,nan
GMC;*;,Volkswagen;Compact;,Year,0.25086164561252344
GMC;*;,Volkswagen;Fullsize;,Year,nan
GMC;*;,Volkswagen;Midsize;,Year,0.4696287881965605
GMC;*;,Volkswagen;Sporty;,Year,0.5162284955812508
GMC;*;,Volkswagen;Subcompact;,Year,0.35425973838945923
GMC;*;,Volkswagen;SUV;,Year,0.22871867785838124
GMC;*;,Volkswagen;Pickup;,Year,nan
GMC;*;,Volkswagen;MPV;,Year,nan
Honda;*;,Hyundai;*;,Year,-0.76753810763412
Honda;*;,Mazda;*;,Year,0.6903676169990759
Honda;*;,Toyota;*;,Year,0.9775872618459776
Honda;*;,Volkswagen;*;,Year,-0.3010239495807551
Honda;*;,*;Compact;,Year,0.1277598208705148
Honda;*;,*;Fullsize;,Year,0.47523965381279
Honda;*;,*;Midsize;,Year,0.7312498858911985
Honda;*;,*;Sporty;,Year,0.8656041487326774
Honda;*;,*;Subcompact;,Year,0.9654350342452143
Honda;*;,*;SUV;,Year,0.15580181075829963
Honda;*;,*;Pickup;,Year,0.7537912732435266
Honda;*;,*;MPV;,Year,-0.08517346900727318
Honda;*;,BMW;Compact;,Year,0.7500542211959115
Honda;*;,BMW;Fullsize;,Year,0.6819531362658467
Honda;*;,BMW;Midsize;,Year,-0.6349832082982511
Honda;*;,BMW;Sporty;,Year,0.8818728919365465
Honda;*;,BMW;Subcompact;,Year,0.3333244720288094
Honda;*;,BMW;SUV;,Year,0.04587380511419464
Honda;*;,BMW;Pickup;,Year,nan
Honda;*;,BMW;MPV;,Year,nan
Honda;*;,Ford;Compact;,Year,0.5210886560723351
Honda;*;,Ford;Fullsize;,Year,0.44888962453046655
Honda;*;,Ford;Midsize;,Year,-0.921080921682033
Honda;*;,Ford;Sporty;,Year,0.8354483460730103
Honda;*;,Ford;Subcompact;,Year,-0.6249002533108245
Honda;*;,Ford;SUV;,Year,0.0023777795617229702
Honda;*;,Ford;Pickup;,Year,0.4058418570063812
Honda;*;,Ford;MPV;,Year,nan
Honda;*;,GMC;Compact;,Year,nan
Honda;*;,GMC;Fullsize;,Year,nan
Honda;*;,GMC;Midsize;,Year,nan
Honda;*;,GMC;Sporty;,Year,nan
Honda;*;,GMC;Subcompact;,Year,nan
Honda;*;,GMC;SUV;,Year,-0.17087469796189483
Honda;*;,GMC;Pickup;,Year,0.800360601086299
Honda;*;,GMC;MPV;,Year,nan
Honda;*;,Honda;Compact;,Year,nan
Honda;*;,Honda;Fullsize;,Year,nan
Honda;*;,Honda;Midsize;,Year,0.9949265400025122
Honda;*;,Honda;Sporty;,Year,nan
Honda;*;,Honda;Subcompact;,Year,0.9641373881144092
Honda;*;,Honda;SUV;,Year,0.5611357646405182
Honda;*;,Honda;Pickup;,Year,nan
Honda;*;,Honda;MPV;,Year,nan
Honda;*;,Hyundai;Compact;,Year,-0.821539062214977
Honda;*;,Hyundai;Fullsize;,Year,nan
Honda;*;,Hyundai;Midsize;,Year,-0.6728275460551676
Honda;*;,Hyundai;Sporty;,Year,nan
Honda;*;,Hyundai;Subcompact;,Year,-0.6896966340982067
Honda;*;,Hyundai;SUV;,Year,-0.020231484498059393
Honda;*;,Hyundai;Pickup;,Year,nan
Honda;*;,Hyundai;MPV;,Year,nan
Honda;*;,Mazda;Compact;,Year,0.8041530346542372
Honda;*;,Mazda;Fullsize;,Year,nan
Honda;*;,Mazda;Midsize;,Year,0.9635719817688536
Honda;*;,Mazda;Sporty;,Year,nan
Honda;*;,Mazda;Subcompact;,Year,-0.6450954458911282
Honda;*;,Mazda;SUV;,Year,0.28877121331639133
Honda;*;,Mazda;Pickup;,Year,nan
Honda;*;,Mazda;MPV;,Year,-0.08517346900727318
Honda;*;,Toyota;Compact;,Year,nan
Honda;*;,Toyota;Fullsize;,Year,nan
Honda;*;,Toyota;Midsize;,Year,0.982405014440615
Honda;*;,Toyota;Sporty;,Year,nan
Honda;*;,Toyota;Subcompact;,Year,0.9726525238953443
Honda;*;,Toyota;SUV;,Year,0.6541006507696087
Honda;*;,Toyota;Pickup;,Year,nan
Honda;*;,Toyota;MPV;,Year,nan
Honda;*;,Volkswagen;Compact;,Year,-0.7594356859524023
Honda;*;,Volkswagen;Fullsize;,Year,nan
Honda;*;,Volkswagen;Midsize;,Year,-0.6358106052873274
Honda;*;,Volkswagen;Sporty;,Year,0.9511954834301669
Honda;*;,Volkswagen;Subcompact;,Year,0.9764794131013926
Honda;*;,Volkswagen;SUV;,Year,-0.8046132996111115
Honda;*;,Volkswagen;Pickup;,Year,nan
Honda;*;,Volkswagen;MPV;,Year,nan
Hyundai;*;,Mazda;*;,Year,-0.08518817691034448
Hyundai;*;,Toyota;*;,Year,-0.7149021433096474
Hyundai;*;,Volkswagen;*;,Year,0.8422627157102827
Hyundai;*;,*;Compact;,Year,0.5309670216311799
Hyundai;*;,*;Fullsize;,Year,0.17704653987666205
Hyundai;*;,*;Midsize;,Year,-0.12429662768012112
Hyundai;*;,*;Sporty;,Year,-0.4419940874716095
Hyundai;*;,*;Subcompact;,Year,-0.8442358031600397
Hyundai;*;,*;SUV;,Year,0.47701995772213895
Hyundai;*;,*;Pickup;,Year,-0.20431644036372262
Hyundai;*;,*;MPV;,Year,-0.13354730416777036
Hyundai;*;,BMW;Compact;,Year,-0.3322725591314681
Hyundai;*;,BMW;Fullsize;,Year,-0.09869950842973767
Hyundai;*;,BMW;Midsize;,Year,0.3605567194772525
Hyundai;*;,BMW;Sporty;,Year,-0.4901771954729792
Hyundai;*;,BMW;Subcompact;,Year,-0.5031080853639124
Hyundai;*;,BMW;SUV;,Year,0.549364123964943
Hyundai;*;,BMW;Pickup;,Year,nan
Hyundai;*;,BMW;MPV;,Year,nan
Hyundai;*;,Ford;Compact;,Year,-0.20939983768373993
Hyundai;*;,Ford;Fullsize;,Year,0.20606530928910594
Hyundai;*;,Ford;Midsize;,Year,0.9488022225988757
Hyundai;*;,Ford;Sporty;,Year,-0.4037753933460637
Hyundai;*;,Ford;Subcompact;,Year,0.8433507695204137
Hyundai;*;,Ford;SUV;,Year,0.585836077954647
Hyundai;*;,Ford;Pickup;,Year,0.14723773370629806
Hyundai;*;,Ford;MPV;,Year,nan
Hyundai;*;,GMC;Compact;,Year,nan
Hyundai;*;,GMC;Fullsize;,Year,nan
Hyundai;*;,GMC;Midsize;,Year,nan
Hyundai;*;,GMC;Sporty;,Year,nan
Hyundai;*;,GMC;Subcompact;,Year,nan
Hyundai;*;,GMC;SUV;,Year,0.7595038838197448
Hyundai;*;,GMC;Pickup;,Year,-0.2672794460610488
Hyundai;*;,GMC;MPV;,Year,nan
Hyundai;*;,Honda;Compact;,Year,nan
Hyundai;*;,Honda;Fullsize;,Year,nan
Hyundai;*;,Honda;Midsize;,Year,-0.7950579140251306
Hyundai;*;,Honda;Sporty;,Year,nan
Hyundai;*;,Honda;Subcompact;,Year,-0.852380257153422
Hyundai;*;,Honda;SUV;,Year,0.038185459654125675
Hyundai;*;,Honda;Pickup;,Year,nan
Hyundai;*;,Honda;MPV;,Year,nan
Hyundai;*;,Hyundai;Compact;,Year,0.9533157818208181
Hyundai;*;,Hyundai;Fullsize;,Year,nan
Hyundai;*;,Hyundai;Midsize;,Year,0.9818913656392123
Hyundai;*;,Hyundai;Sporty;,Year,nan
Hyundai;*;,Hyundai;Subcompact;,Year,0.09680189022967126
Hyundai;*;,Hyundai;SUV;,Year,0.5132488387766487
Hyundai;*;,Hyundai;Pickup;,Year,nan
Hyundai;*;,Hyundai;MPV;,Year,nan
Hyundai;*;,Mazda;Compact;,Year,-0.2731521161383852
Hyundai;*;,Mazda;Fullsize;,Year,nan
Hyundai;*;,Mazda;Midsize;,Year,-0.5894181679010215
Hyundai;*;,Mazda;Sporty;,Year,nan
Hyundai;*;,Mazda;Subcompact;,Year,0.8648966424670137
Hyundai;*;,Mazda;SUV;,Year,0.3427247012805802
Hyundai;*;,Mazda;Pickup;,Year,nan
Hyundai;*;,Mazda;MPV;,Year,-0.13354730416777036
Hyundai;*;,Toyota;Compact;,Year,nan
Hyundai;*;,Toyota;Fullsize;,Year,nan
Hyundai;*;,Toyota;Midsize;,Year,-0.7638109234170909
Hyundai;*;,Toyota;Sporty;,Year,nan
Hyundai;*;,Toyota;Subcompact;,Year,-0.8746162692963857
Hyundai;*;,Toyota;SUV;,Year,-0.1550669116261418
Hyundai;*;,Toyota;Pickup;,Year,nan
Hyundai;*;,Toyota;MPV;,Year,nan
Hyundai;*;,Volkswagen;Compact;,Year,0.9852892981344609
Hyundai;*;,Volkswagen;Fullsize;,Year,nan
Hyundai;*;,Volkswagen;Midsize;,Year,0.9538204724110789
Hyundai;*;,Volkswagen;Sporty;,Year,-0.6221360473961953
Hyundai;*;,Volkswagen;Subcompact;,Year,-0.7542086813734916
Hyundai;*;,Volkswagen;SUV;,Year,0.9949479624979793
Hyundai;*;,Volkswagen;Pickup;,Year,nan
Hyundai;*;,Volkswagen;MPV;,Year,nan
Mazda;*;,Toyota;*;,Year,0.7306703142530281
Mazda;*;,Volkswagen;*;,Year,0.4563380025284273
Mazda;*;,*;Compact;,Year,0.7951180864357675
Mazda;*;,*;Fullsize;,Year,0.9231127468266541
Mazda;*;,*;Midsize;,Year,0.9771462583974544
Mazda;*;,*;Sporty;,Year,0.8747806220963231
Mazda;*;,*;Subcompact;,Year,0.5817722844621307
Mazda;*;,*;SUV;,Year,0.796110816197036
Mazda;*;,*;Pickup;,Year,0.9853764279195762
Mazda;*;,*;MPV;,Year,-0.24206699617316718
Mazda;*;,BMW;Compact;,Year,0.8171593410367042
Mazda;*;,BMW;Fullsize;,Year,0.8942337392626989
Mazda;*;,BMW;Midsize;,Year,-0.600968238008863
Mazda;*;,BMW;Sporty;,Year,0.8674565383252272
Mazda;*;,BMW;Subcompact;,Year,-0.21231632403450199
Mazda;*;,BMW;SUV;,Year,0.7434162805623913
Mazda;*;,BMW;Pickup;,Year,nan
Mazda;*;,BMW;MPV;,Year,nan
Mazda;*;,Ford;Compact;,Year,0.5256614686977814
Mazda;*;,Ford;Fullsize;,Year,0.919313548430803
Mazda;*;,Ford;Midsize;,Year,-0.39119557319987086
Mazda;*;,Ford;Sporty;,Year,0.8654782661862532
Mazda;*;,Ford;Subcompact;,Year,0.05081078549626432
Mazda;*;,Ford;SUV;,Year,0.7173187139622801
Mazda;*;,Ford;Pickup;,Year,0.8905778810710058
Mazda;*;,Ford;MPV;,Year,nan
Mazda;*;,GMC;Compact;,Year,nan
Mazda;*;,GMC;Fullsize;,Year,nan
Mazda;*;,GMC;Midsize;,Year,nan
Mazda;*;,GMC;Sporty;,Year,nan
Mazda;*;,GMC;Subcompact;,Year,nan
Mazda;*;,GMC;SUV;,Year,0.571723507457536
Mazda;*;,GMC;Pickup;,Year,0.9757939561732067
Mazda;*;,GMC;MPV;,Year,nan
Mazda;*;,Honda;Compact;,Year,nan
Mazda;*;,Honda;Fullsize;,Year,nan
Mazda;*;,Honda;Midsize;,Year,0.6480641396534813
Mazda;*;,Honda;Sporty;,Year,nan
Mazda;*;,Honda;Subcompact;,Year,0.5329734159990396
Mazda;*;,Honda;SUV;,Year,0.9471731563970106
Mazda;*;,Honda;Pickup;,Year,nan
Mazda;*;,Honda;MPV;,Year,nan
Mazda;*;,Hyundai;Compact;,Year,-0.20012505788920526
Mazda;*;,Hyundai;Fullsize;,Year,nan
Mazda;*;,Hyundai;Midsize;,Year,0.0110783144271758
Mazda;*;,Hyundai;Sporty;,Year,nan
Mazda;*;,Hyundai;Subcompact;,Year,-0.919429574805742
Mazda;*;,Hyundai;SUV;,Year,0.5439682108687119
