subspace1,subspace2,breakdown,correlation
Renault;van;,Mitsubishi;vagon;,Year,0.23557302519083015
Renault;van;,Mitsubishi;other;,Year,0.31562765700195944
Renault;van;,Mitsubishi;hatch;,Year,0.19183257072573734
Renault;crossover;,Renault;vagon;,Year,0.3187820777576461
Renault;crossover;,Renault;other;,Year,0.10871188853342467
Renault;crossover;,Renault;hatch;,Year,0.3850254679175809
Renault;crossover;,Volkswagen;sedan;,Year,0.5956806587631298
Renault;crossover;,Volkswagen;van;,Year,0.28909025184234216
Renault;crossover;,Volkswagen;crossover;,Year,0.5473361469783949
Renault;crossover;,Volkswagen;vagon;,Year,0.3606916463337183
Renault;crossover;,Volkswagen;other;,Year,0.2062362931489353
Renault;crossover;,Volkswagen;hatch;,Year,0.06571906400804407
Renault;crossover;,Mitsubishi;sedan;,Year,0.0381720771540037
Renault;crossover;,Mitsubishi;van;,Year,-0.0034583201061623835
Renault;crossover;,Mitsubishi;crossover;,Year,0.3886605745528321
Renault;crossover;,Mitsubishi;vagon;,Year,-0.012927958432982153
Renault;crossover;,Mitsubishi;other;,Year,0.6494963337848275
Renault;crossover;,Mitsubishi;hatch;,Year,0.016798871568859848
Renault;vagon;,Renault;other;,Year,0.8106671757996764
Renault;vagon;,Renault;hatch;,Year,0.90021536446739
Renault;vagon;,Volkswagen;sedan;,Year,0.8238881296688214
Renault;vagon;,Volkswagen;van;,Year,0.814084177677456
Renault;vagon;,Volkswagen;crossover;,Year,0.5632248646363949
Renault;vagon;,Volkswagen;vagon;,Year,0.8242775157362807
Renault;vagon;,Volkswagen;other;,Year,0.8764959672858972
Renault;vagon;,Volkswagen;hatch;,Year,0.5836316013690456
Renault;vagon;,Mitsubishi;sedan;,Year,0.3413414250428259
Renault;vagon;,Mitsubishi;van;,Year,0.10642059356642254
Renault;vagon;,Mitsubishi;crossover;,Year,0.5019722751226382
Renault;vagon;,Mitsubishi;vagon;,Year,0.07700999786189373
Renault;vagon;,Mitsubishi;other;,Year,0.452908730205092
Renault;vagon;,Mitsubishi;hatch;,Year,0.13395027419759428
Renault;other;,Renault;hatch;,Year,0.7397178283478653
Renault;other;,Volkswagen;sedan;,Year,0.7367724299463229
Renault;other;,Volkswagen;van;,Year,0.7858431055600426
Renault;other;,Volkswagen;crossover;,Year,0.5118198962340925
Renault;other;,Volkswagen;vagon;,Year,0.5803303844798211
Renault;other;,Volkswagen;other;,Year,0.6530088619202784
Renault;other;,Volkswagen;hatch;,Year,0.6695334749952981
Renault;other;,Mitsubishi;sedan;,Year,0.25813071442978536
Renault;other;,Mitsubishi;van;,Year,0.2049058796674648
Renault;other;,Mitsubishi;crossover;,Year,0.47330231666471767
Renault;other;,Mitsubishi;vagon;,Year,-0.016956926225601167
Renault;other;,Mitsubishi;other;,Year,0.3968691234091285
Renault;other;,Mitsubishi;hatch;,Year,0.01171920227778209
Renault;hatch;,Volkswagen;sedan;,Year,0.8656421809248862
Renault;hatch;,Volkswagen;van;,Year,0.8036077278807876
Renault;hatch;,Volkswagen;crossover;,Year,0.596618166900193
Renault;hatch;,Volkswagen;vagon;,Year,0.7912698664022594
Renault;hatch;,Volkswagen;other;,Year,0.8459378648640977
Renault;hatch;,Volkswagen;hatch;,Year,0.6508813028915138
Renault;hatch;,Mitsubishi;sedan;,Year,0.20757667690046863
Renault;hatch;,Mitsubishi;van;,Year,-0.04495494669393037
Renault;hatch;,Mitsubishi;crossover;,Year,0.399219886165434
Renault;hatch;,Mitsubishi;vagon;,Year,0.08064567914803908
Renault;hatch;,Mitsubishi;other;,Year,0.4804640990077755
Renault;hatch;,Mitsubishi;hatch;,Year,0.06552113070656353
Volkswagen;sedan;,Volkswagen;van;,Year,0.8129204770599362
Volkswagen;sedan;,Volkswagen;crossover;,Year,0.8210302265645686
Volkswagen;sedan;,Volkswagen;vagon;,Year,0.7276028723970991
Volkswagen;sedan;,Volkswagen;other;,Year,0.7707346028014533
Volkswagen;sedan;,Volkswagen;hatch;,Year,0.7010378985358184
Volkswagen;sedan;,Mitsubishi;sedan;,Year,0.26455703653714074
Volkswagen;sedan;,Mitsubishi;van;,Year,0.009054130835724096
Volkswagen;sedan;,Mitsubishi;crossover;,Year,0.5433014030273026
Volkswagen;sedan;,Mitsubishi;vagon;,Year,0.09559405791912606
Volkswagen;sedan;,Mitsubishi;other;,Year,0.7069325079084764
Volkswagen;sedan;,Mitsubishi;hatch;,Year,-0.05584826667878952
Volkswagen;van;,Volkswagen;crossover;,Year,0.5973369460305685
Volkswagen;van;,Volkswagen;vagon;,Year,0.8554562545065563
Volkswagen;van;,Volkswagen;other;,Year,0.7269568081087883
Volkswagen;van;,Volkswagen;hatch;,Year,0.8028935862469314
Volkswagen;van;,Mitsubishi;sedan;,Year,0.3830682247159862
Volkswagen;van;,Mitsubishi;van;,Year,0.2196479286701267
Volkswagen;van;,Mitsubishi;crossover;,Year,0.5618264094793197
Volkswagen;van;,Mitsubishi;vagon;,Year,0.07584375704250937
Volkswagen;van;,Mitsubishi;other;,Year,0.6150256781678464
Volkswagen;van;,Mitsubishi;hatch;,Year,0.11652413862344099
Volkswagen;crossover;,Volkswagen;vagon;,Year,0.4510697265481085
Volkswagen;crossover;,Volkswagen;other;,Year,0.534437363070589
Volkswagen;crossover;,Volkswagen;hatch;,Year,0.6641769388706812
Volkswagen;crossover;,Mitsubishi;sedan;,Year,0.26845627361508223
Volkswagen;crossover;,Mitsubishi;van;,Year,0.15383768277623025
Volkswagen;crossover;,Mitsubishi;crossover;,Year,0.6042608609925783
Volkswagen;crossover;,Mitsubishi;vagon;,Year,0.02258719770520554
Volkswagen;crossover;,Mitsubishi;other;,Year,0.643793412345325
Volkswagen;crossover;,Mitsubishi;hatch;,Year,-0.08815089600327816
Volkswagen;vagon;,Volkswagen;other;,Year,0.7169649119739586
Volkswagen;vagon;,Volkswagen;hatch;,Year,0.5409934665864845
Volkswagen;vagon;,Mitsubishi;sedan;,Year,0.2591850762286139
Volkswagen;vagon;,Mitsubishi;van;,Year,0.19920704112696416
Volkswagen;vagon;,Mitsubishi;crossover;,Year,0.49902946472626464
Volkswagen;vagon;,Mitsubishi;vagon;,Year,-0.07410979512558578
Volkswagen;vagon;,Mitsubishi;other;,Year,0.6104922031324626
Volkswagen;vagon;,Mitsubishi;hatch;,Year,0.01043386382997167
Volkswagen;other;,Volkswagen;hatch;,Year,0.7095084185439701
Volkswagen;other;,Mitsubishi;sedan;,Year,0.35414470140966087
Volkswagen;other;,Mitsubishi;van;,Year,-0.0701177143681767
Volkswagen;other;,Mitsubishi;crossover;,Year,0.3339923259327403
Volkswagen;other;,Mitsubishi;vagon;,Year,0.27802082050144056
Volkswagen;other;,Mitsubishi;other;,Year,0.36785981867474676
Volkswagen;other;,Mitsubishi;hatch;,Year,0.08529291527967882
Volkswagen;hatch;,Mitsubishi;sedan;,Year,0.3286775150330461
Volkswagen;hatch;,Mitsubishi;van;,Year,0.09455803911565787
Volkswagen;hatch;,Mitsubishi;crossover;,Year,0.39261288992636306
Volkswagen;hatch;,Mitsubishi;vagon;,Year,0.0960636571847091
Volkswagen;hatch;,Mitsubishi;other;,Year,0.44793994347322263
Volkswagen;hatch;,Mitsubishi;hatch;,Year,0.01598167257848513
Mitsubishi;sedan;,Mitsubishi;van;,Year,0.5191589260202117
Mitsubishi;sedan;,Mitsubishi;crossover;,Year,0.7724572459659638
Mitsubishi;sedan;,Mitsubishi;vagon;,Year,0.47224186658185435
Mitsubishi;sedan;,Mitsubishi;other;,Year,0.49094641123272875
Mitsubishi;sedan;,Mitsubishi;hatch;,Year,0.4054169475483683
Mitsubishi;van;,Mitsubishi;crossover;,Year,0.7078965272398925
Mitsubishi;van;,Mitsubishi;vagon;,Year,-0.08347204366830938
Mitsubishi;van;,Mitsubishi;other;,Year,0.4535095085201675
Mitsubishi;van;,Mitsubishi;hatch;,Year,0.20008730024749113
Mitsubishi;crossover;,Mitsubishi;vagon;,Year,0.1334660066136112
Mitsubishi;crossover;,Mitsubishi;other;,Year,0.7922568333036984
Mitsubishi;crossover;,Mitsubishi;hatch;,Year,0.22883995929410103
Mitsubishi;vagon;,Mitsubishi;other;,Year,0.0396705376866554
Mitsubishi;vagon;,Mitsubishi;hatch;,Year,0.5922212130733685
Mitsubishi;other;,Mitsubishi;hatch;,Year,-0.010405403518500186
