Registration,Engine Type,Body,Brand,Year,EngineV,Model,breakdown,breakdown_value,sig,impact,insight,insight_type,score,measure
yes,*,vagon,*,*,*,*,Year,-1,0.21610537771281402,0.07055900621118012,trend,shape,0.01524818068830787,Mileage
*,Diesel,*,*,*,1.9,*,Year,-1,0.334082517901645,0.04670807453416149,trend,shape,0.015604351146710374,Mileage
*,Diesel,*,*,*,3.0,*,Year,-1,0.18074645026502922,0.084472049689441,trend,shape,0.015268023127977625,Mileage
*,*,*,*,*,1.9,*,Year,-1,0.31569842536849757,0.05018633540372671,trend,shape,0.015843747061971804,Mileage
*,*,*,*,*,*,A6,Year,-1,0.4242107693408723,0.03875776397515528,trend,shape,0.016441460873832567,Mileage
yes,*,*,*,*,1.9,*,Year,-1,0.44919160145979775,0.03503105590062112,trend,shape,0.015735656100827698,Mileage
*,*,*,Audi,*,*,A6,Year,-1,0.4242107693408723,0.03875776397515528,trend,shape,0.016441460873832567,Mileage
yes,Diesel,*,*,*,2.0,*,Year,-1,0.2355583021744152,0.07304347826086957,trend,shape,0.017205997724044242,Mileage
*,Diesel,*,Volkswagen,*,1.9,*,Year,-1,0.5437747352019807,0.031801242236024846,trend,shape,0.017292712075988457,Mileage
*,*,*,Volkswagen,*,1.9,*,Year,-1,0.5557995628754318,0.03304347826086956,trend,shape,0.018365550773275136,Mileage
yes,Gas,*,*,*,*,*,Year,-1,0.13836776422830843,0.14062111801242236,trend,shape,0.01945742970266399,Mileage
*,Diesel,van,*,*,*,*,Year,-1,0.1254814383302435,0.1408695652173913,trend,shape,0.0176765156604343,Mileage
yes,Diesel,*,*,*,3.0,*,Year,-1,0.21221450619487459,0.07577639751552795,trend,shape,0.016080850779984286,Mileage
*,Diesel,*,Mercedes-Benz,*,*,*,Year,-1,0.17114666546404878,0.11105590062111802,trend,shape,0.01900684707141113,Mileage
yes,*,other,*,*,*,*,Year,-1,0.2619937881275284,0.09217391304347826,trend,shape,0.024148992644798268,Mileage
*,*,*,*,*,3.0,*,Year,-1,0.17945330372953294,0.12198757763975156,trend,shape,0.021891073821416317,Mileage
yes,*,*,*,*,3.0,*,Year,-1,0.18393915577592435,0.11204968944099379,trend,shape,0.020610325280730903,Mileage
*,*,*,Renault,*,*,*,Year,-1,0.23964373577654774,0.11055900621118013,trend,shape,0.026494773272189753,Mileage
yes,Diesel,van,*,*,*,*,Year,-1,0.14413076547344272,0.13590062111801243,trend,shape,0.019587460550055447,Mileage
yes,*,*,Renault,*,*,*,Year,-1,0.23938384743812657,0.10434782608695652,trend,shape,0.024979184080500164,Mileage
*,*,*,*,*,2.0,*,Year,-1,0.25783872353935966,0.1711801242236025,trend,shape,0.04413686472512268,Mileage
*,Diesel,*,*,*,2.0,*,Year,-1,0.2560730125537696,0.08149068322981366,trend,shape,0.020867564749723334,Mileage
yes,Diesel,crossover,*,*,*,*,Year,-1,0.23150786238284626,0.09018633540372671,trend,shape,0.02087884572545918,Mileage
yes,*,*,Toyota,*,*,*,Year,-1,0.1880741514261336,0.12571428571428572,trend,shape,0.023643607607856797,Mileage
yes,Diesel,*,Mercedes-Benz,*,*,*,Year,-1,0.1981661310756253,0.09962732919254659,trend,shape,0.019742762375484658,Mileage
*,*,other,*,*,*,*,Year,-1,0.25264875232049266,0.09788819875776397,trend,shape,0.024731331283049468,Mileage
yes,*,sedan,*,*,*,*,Year,-1,0.22405060043510228,0.337888198757764,trend,shape,0.0757040538116122,Mileage
*,Gas,*,*,*,*,*,Year,-1,0.13899086353401247,0.14658385093167703,trend,shape,0.020373816021134746,Mileage
*,Diesel,crossover,*,*,*,*,Year,-1,0.23537148551900733,0.0951552795031056,trend,shape,0.022396839491622314,Mileage
*,*,*,Mercedes-Benz,*,*,*,Year,-1,0.24759908930998709,0.204472049689441,trend,shape,0.05062709329245202,Mileage
yes,Petrol,sedan,*,*,*,*,Year,-1,0.21147588782551752,0.18583850931677018,trend,shape,0.03930036374993468,Mileage
*,*,*,*,*,*,*,Year,-1,0.3708419642642906,1.0,trend,shape,0.3708419642642906,Mileage
*,*,*,Toyota,*,*,*,Year,-1,0.18985591727235096,0.1267080745341615,trend,shape,0.024056277716496644,Mileage
*,*,sedan,*,*,*,*,Year,-1,0.19500546839404964,0.38111801242236026,trend,shape,0.07432009652583159,Mileage
yes,*,*,*,*,2.0,*,Year,-1,0.23626631066986536,0.15751552795031057,trend,shape,0.037215612662035935,Mileage
*,Petrol,*,*,*,*,*,Year,-1,0.27526681663725805,0.36472049689440994,trend,shape,0.10039545014248319,Mileage
yes,*,*,Volkswagen,*,*,*,Year,-1,0.3336546992494246,0.20173913043478262,trend,shape,0.06731120889205783,Mileage
*,*,*,Volkswagen,*,*,*,Year,-1,0.3355159379356937,0.2186335403726708,trend,shape,0.07335503736233799,Mileage
yes,*,crossover,*,*,*,*,Year,-1,0.1715681096867403,0.19751552795031055,trend,shape,0.0338873657642133,Mileage
*,Diesel,*,*,*,*,*,Year,-1,0.3399225437575889,0.46236024844720497,trend,shape,0.1571666717845647,Mileage
*,*,van,*,*,*,*,Year,-1,0.17152410716484856,0.155527950310559,trend,shape,0.026676792816197562,Mileage
yes,*,*,Mercedes-Benz,*,*,*,Year,-1,0.2775709982086352,0.18782608695652173,trend,shape,0.052135074446143646,Mileage
yes,Petrol,*,*,*,*,*,Year,-1,0.2717798843539616,0.34608695652173915,trend,shape,0.0940594730198928,Mileage
*,*,crossover,*,*,*,*,Year,-1,0.16718945371677352,0.20472049689440994,trend,shape,0.034227108040402826,Mileage
yes,Diesel,*,Volkswagen,*,*,*,Year,-1,0.2438195676646544,0.11329192546583851,trend,shape,0.027622788286976997,Mileage
yes,*,van,*,*,*,*,Year,-1,0.18589022059596705,0.1498136645962733,trend,shape,0.027848895160091463,Mileage
*,Diesel,*,Volkswagen,*,*,*,Year,-1,0.24389945849608596,0.1239751552795031,trend,shape,0.03023747323963898,Mileage
yes,*,*,*,*,*,*,Year,-1,0.37962957477041137,0.9078260869565218,trend,shape,0.3446376313567909,Mileage
yes,Diesel,*,*,*,*,*,Year,-1,0.3895088368389621,0.39850931677018636,trend,shape,0.1552229004446448,Mileage
*,Petrol,sedan,*,*,*,*,Year,-1,0.2070366858046686,0.19503105590062111,trend,shape,0.040378583442649656,Mileage
yes,*,*,*,*,*,Kangoo,Engine Type,Diesel,0.9989723267994542,0.03354037267080745,top1,point,0.03350590412867734,Mileage
yes,*,*,Renault,*,*,Kangoo,Engine Type,Diesel,0.9989723267994542,0.03354037267080745,top1,point,0.03350590412867734,Mileage
*,Diesel,*,*,2012,*,*,Body,van,0.6769300297902034,0.049689440993788817,top1,point,0.03363627477218402,Mileage
