Subspace,Breakdown,Sig,Impact,Type,Breakdown_value
*;*;2016,Body,0.5549782295149561,0.1898017964436879,Point,crossover
*;*;1997,Brand,0.4569315790511451,0.0052593199575915175,Point,BMW
*;*;1997,Body,0.4503828694575258,0.0052593199575915175,Point,sedan
*;*;2006,Brand,0.4538492177721465,0.03087659122620437,Point,Mercedes-Benz
*;*;2006,Body,0.4641059097149365,0.03087659122620437,Point,sedan
*;*;2012,Brand,0.4783578455973402,0.09272577645061801,Point,Volkswagen
*;*;2012,Body,0.48462561311497787,0.09272577645061801,Point,sedan
*;*;1994,Brand,0.45300741165519043,0.002131797532894035,Point,Mercedes-Benz
*;*;1994,Body,0.4514034424519763,0.002131797532894035,Point,sedan
*;*;2008,Brand,0.4694715540667539,0.08133814135442655,Point,Mercedes-Benz
*;*;2008,Body,0.49013392724093474,0.08133814135442655,Point,crossover
*;*;2001,Brand,0.4584549134329421,0.011498741818276599,Point,Mercedes-Benz
*;*;2001,Body,0.45008668343569613,0.011498741818276599,Point,sedan
*;*;2013,Brand,0.48164368006433456,0.096496006788273,Point,Mercedes-Benz
*;*;2013,Body,0.46953414427998985,0.096496006788273,Point,crossover
*;*;1998,Brand,0.45943215575956253,0.005346295332336594,Point,BMW
*;*;1998,Body,0.4512631636591117,0.005346295332336594,Point,sedan
*;*;2010,Brand,0.47781241118809537,0.04747726311423215,Point,Mercedes-Benz
*;*;2010,Body,0.46707054858636066,0.04747726311423215,Point,crossover
*;*;1989,Brand,0.4519129564626352,0.0007842098629824202,Point,Volkswagen
*;*;1989,Body,0.45229079608918543,0.0007842098629824202,Point,sedan
*;*;2009,Brand,0.4537582872692363,0.03077025371142311,Point,Mercedes-Benz
*;*;2009,Body,0.46505427105323527,0.03077025371142311,Point,crossover
*;*;1996,Brand,0.45591329540276226,0.0038033462609509015,Point,Mercedes-Benz
*;*;1996,Body,0.4511070706564575,0.0038033462609509015,Point,sedan
*;*;2014,Brand,0.5085152501857526,0.07675393689221015,Point,Mercedes-Benz
*;*;2014,Body,0.5324202634765828,0.07675393689221013,Point,sedan
*;*;2000,Brand,0.4565763869637389,0.011024410727842049,Point,Mercedes-Benz
*;*;2000,Body,0.4502054799849998,0.011024410727842049,Point,sedan
*;*;2004,Brand,0.4578495196049648,0.020059177077486567,Point,Mercedes-Benz
*;*;2004,Body,0.4576608299950159,0.020059177077486567,Point,sedan
*;*;1987,Brand,0.45205911881565053,0.0005398520046570583,Point,Audi
*;*;1987,Body,0.45254264771716657,0.0005398520046570583,Point,sedan
*;*;1990,Brand,0.452098023777185,0.0007163498196051254,Point,BMW
*;*;1990,Body,0.4519723342854084,0.0007163498196051254,Point,sedan
*;*;2005,Brand,0.4594539902380762,0.02489533123266841,Point,Mercedes-Benz
*;*;2005,Body,0.4637962759961871,0.02489533123266841,Point,sedan
*;*;1995,Brand,0.4537993467613871,0.0027326162148199034,Point,BMW
*;*;1995,Body,0.4512854387871005,0.0027326162148199034,Point,sedan
*;*;2002,Brand,0.4588124969245071,0.011838794801601701,Point,Mercedes-Benz
*;*;2002,Body,0.45456090967324947,0.011838794801601701,Point,sedan
*;*;2015,Brand,0.5505919478597808,0.06810627587086099,Point,Mercedes-Benz
*;*;2015,Body,0.5051450704587223,0.06810627587086099,Point,crossover
*;*;1992,Brand,0.452596604701469,0.0011340734908765254,Point,Audi
*;*;1992,Body,0.4517084448312174,0.0011340734908765254,Point,sedan
*;*;1988,Brand,0.4521529946720826,0.0007786443275099416,Point,BMW
*;*;1988,Body,0.4516469644369532,0.0007786443275099416,Point,sedan
*;*;1986,Brand,0.45204517768627617,0.0003742730051991223,Point,Mitsubishi
*;*;1986,Body,0.4519178453875886,0.0003742730051991223,Point,sedan
*;*;1980,Brand,0.4519215446644307,0.00011937826779798243,Point,Mercedes-Benz
*;*;1980,Body,0.4518817342545116,0.00011937826779798243,Point,other
*;*;1979,Brand,0.4519050541697295,6.836600114752011e-05,Point,Mercedes-Benz
*;*;1979,Body,0.45190012220342957,6.836600114752011e-05,Point,sedan
*;*;1985,Brand,0.45223769086610144,0.00046588221269345723,Point,Mercedes-Benz
*;*;1985,Body,0.4518672626212703,0.00046588221269345723,Point,sedan
*;*;1993,Brand,0.45246656105631444,0.001704698217331691,Point,BMW
*;*;1993,Body,0.4515942835594412,0.001704698217331691,Point,sedan
*;*;1969,Brand,0.4516579800225048,0.0004319028292711293,Point,Mercedes-Benz
*;*;1969,Body,0.4516579800225048,0.0004319028292711293,Point,sedan
*;*;1984,Brand,0.4518988152336042,7.032813006132078e-05,Point,Volkswagen
*;*;1984,Body,0.4519549559743129,7.032813006132078e-05,Point,sedan
*;*;1978,Brand,0.4518815451970123,9.625538067701388e-05,Point,Mercedes-Benz
*;*;1978,Body,0.4518815451970123,9.625538067701388e-05,Point,sedan
*;*;1983,Brand,0.45191524692360285,7.52766438627929e-05,Point,BMW
*;*;1983,Body,0.45191524692360285,7.52766438627929e-05,Point,other
*;*;1982,Brand,0.4519296319124336,2.406384516925347e-05,Point,Volkswagen
*;*;1982,Body,0.4519296319124336,2.406384516925347e-05,Point,hatch
BMW;sedan;*,Year,0.5089690416670303,0.07603711381698335,Point,2011
BMW;crossover;*,Year,0.4809211391184768,0.09060652259808254,Point,2016
BMW;vagon;*,Year,0.45343501317585355,0.007503415434608735,Point,2012
BMW;other;*,Year,0.46332831086729265,0.017282184664087877,Point,2012
BMW;hatch;*,Year,0.4531918759387745,0.002790320081492431,Point,2016
Mercedes-Benz;sedan;*,Year,0.63086098598588,0.10338899034332158,Point,2011
Mercedes-Benz;van;*,Year,0.46262583385986766,0.03948989290218618,Point,2016
Mercedes-Benz;crossover;*,Year,0.47810394271626033,0.11711195954080898,Point,2016
Mercedes-Benz;vagon;*,Year,0.4530528315068907,0.0029430699663668,Point,2013
Mercedes-Benz;other;*,Year,0.48958459600930393,0.05472243029865782,Point,2016
Mercedes-Benz;hatch;*,Year,0.45307435350306857,0.004158183083513319,Point,2015
Audi;sedan;*,Year,0.4821519780094836,0.036549867937765795,Point,2012
Audi;van;*,Year,0.45192100091156073,3.702130026038995e-05,Point,1999
Audi;crossover;*,Year,0.485716712588231,0.03524802008432589,Point,2013
Audi;vagon;*,Year,0.4505904653384394,0.012264391669395143,Point,2010
Audi;other;*,Year,0.46015860012541676,0.012220299300785019,Point,2007
Audi;hatch;*,Year,0.4510991055477156,0.004531579917939612,Point,2011
Toyota;sedan;*,Year,0.5364167300788744,0.034399151039586684,Point,2008
Toyota;van;*,Year,0.45205774682948163,0.002110831136513234,Point,2016
Toyota;crossover;*,Year,0.5327297598799794,0.08888795607826896,Point,2016
Toyota;vagon;*,Year,0.4513977089498009,0.002243185370052483,Point,2009
Toyota;other;*,Year,0.45978214095339276,0.010921382300282396,Point,2013
Toyota;hatch;*,Year,0.458834480517176,0.007242284335774399,Point,2013
Renault;sedan;*,Year,0.4544184012867504,0.00512212247414787,Point,2012
Renault;van;*,Year,0.45910267185786946,0.0183179764751198,Point,2012
Renault;crossover;*,Year,0.4517334273796063,0.0032466867093799605,Point,2016
Renault;vagon;*,Year,0.4592622376038997,0.011170773574591161,Point,2012
Renault;other;*,Year,0.45404722588099267,0.003627285297345907,Point,2012
Renault;hatch;*,Year,0.45322623246391525,0.003730724661338449,Point,2012
Volkswagen;sedan;*,Year,0.515336253228919,0.04074849654500492,Point,2012
Volkswagen;van;*,Year,0.44714859884340497,0.03965444739886157,Point,2013
Volkswagen;crossover;*,Year,0.4816671230231673,0.031034876412489337,Point,2015
Volkswagen;vagon;*,Year,0.45583888771258807,0.011116967557218716,Point,2011
Volkswagen;other;*,Year,0.4673768478234549,0.013359333645896436,Point,2012
Volkswagen;hatch;*,Year,0.45757377517081266,0.011155995905570556,Point,2013
Mitsubishi;sedan;*,Year,0.46393200938248935,0.012098733691163318,Point,2008
Mitsubishi;van;*,Year,0.4517714087300996,0.0005429420491854589,Point,2008
Mitsubishi;crossover;*,Year,0.4746508299315366,0.026725650126043655,Point,2008
Mitsubishi;vagon;*,Year,0.452349449795335,0.0007601706986800071,Point,2006
Mitsubishi;other;*,Year,0.4534736921015866,0.0037807533954453275,Point,2016
Mitsubishi;hatch;*,Year,0.4520283117701209,0.0011160101814578101,Point,2006
BMW;*;1991,Body,0.45168017228548607,0.00039858365903677837,Point,sedan
BMW;*;1999,Body,0.4513809222517925,0.001451210289340446,Point,sedan
BMW;*;2003,Body,0.45836828482169745,0.0028080286034503177,Point,sedan
BMW;*;2007,Body,0.46505949931036716,0.009145470526791492,Point,crossover
BMW;*;2011,Body,0.5800143975808885,0.02011827541313557,Point,sedan
BMW;*;2016,Body,0.47693173165258707,0.039941148616168425,Point,crossover
BMW;*;1997,Body,0.45111633049511024,0.0018380828770615208,Point,sedan
BMW;*;2006,Body,0.4548633293472364,0.004399339833409499,Point,crossover
BMW;*;2012,Body,0.4640717208260611,0.016799303504358192,Point,sedan
BMW;*;1994,Body,0.4517402679788197,0.0004954684018182189,Point,sedan
BMW;*;2008,Body,0.45721491991522745,0.01111158540058686,Point,crossover
BMW;*;2001,Body,0.451155664973264,0.003448336672320602,Point,sedan
BMW;*;2013,Body,0.4776510728318566,0.014035996631622425,Point,sedan
BMW;*;1998,Body,0.4523218489693225,0.0019694961525524852,Point,sedan
BMW;*;2010,Body,0.4763152648946358,0.009537933330851884,Point,crossover
BMW;*;1989,Body,0.4518651054561982,0.00012093624751727384,Point,sedan
BMW;*;2009,Body,0.44958983246928164,0.004833735430231495,Point,crossover
BMW;*;1996,Body,0.4513383624719749,0.0009117976041131442,Point,sedan
BMW;*;2014,Body,0.5236650063068583,0.017349365983627064,Point,sedan
BMW;*;2000,Body,0.4507405429589959,0.0025757199443163705,Point,sedan
BMW;*;2004,Body,0.4666634507608992,0.005059429617052252,Point,sedan
BMW;*;1987,Body,0.45192264490997514,3.455321357636396e-05,Point,sedan
BMW;*;1990,Body,0.4517553805214666,0.00028566869324258903,Point,sedan
BMW;*;2005,Body,0.4639443179820125,0.005328179576075843,Point,sedan
BMW;*;1995,Body,0.451581403584967,0.0009513116719244004,Point,sedan
BMW;*;2002,Body,0.4529954726965061,0.0031540543565507623,Point,sedan
BMW;*;2015,Body,0.4627159073195847,0.014768993695911305,Point,crossover
BMW;*;1992,Body,0.45177222247201954,0.0002603831451647427,Point,sedan
BMW;*;1988,Body,0.4517677181253491,0.0002671457026789739,Point,sedan
BMW;*;1986,Body,0.4519131919303515,4.874471200951344e-05,Point,sedan
BMW;*;1985,Body,0.4518618175179392,0.00017893628459188476,Point,sedan
BMW;*;1993,Body,0.45161851926436325,0.0005466812005117583,Point,sedan
BMW;*;1983,Body,0.45191524692360285,4.565960365448094e-05,Point,other
Mercedes-Benz;*;1991,Body,0.45179605944643564,0.00028012783863695065,Point,sedan
Mercedes-Benz;*;1999,Body,0.45445021750223746,0.002056520889031242,Point,van
Mercedes-Benz;*;2003,Body,0.45395908297321586,0.0050620334485038995,Point,sedan
Mercedes-Benz;*;2007,Body,0.46998823339172224,0.016035319611751364,Point,sedan
Mercedes-Benz;*;2011,Body,0.449925445902734,0.02775881774390879,Point,sedan
Mercedes-Benz;*;2016,Body,0.6489132691106297,0.09728931155068606,Point,crossover
Mercedes-Benz;*;1997,Body,0.4514634098181197,0.0017301040846353837,Point,sedan
Mercedes-Benz;*;2006,Body,0.4541241212071072,0.006708271947616079,Point,sedan
Mercedes-Benz;*;2012,Body,0.4699385447413208,0.01836840195416114,Point,sedan
Mercedes-Benz;*;1994,Body,0.45154701275596154,0.0005985110208763043,Point,sedan
Mercedes-Benz;*;2008,Body,0.511460041344095,0.020642780854791355,Point,crossover
Mercedes-Benz;*;2001,Body,0.45703028604544915,0.003941077838352972,Point,sedan
Mercedes-Benz;*;2013,Body,0.4640492296653973,0.029326336618233962,Point,crossover
Mercedes-Benz;*;1998,Body,0.4521916517716469,0.0014375247486775218,Point,sedan
Mercedes-Benz;*;2010,Body,0.45463296716722523,0.012826498411682064,Point,sedan
Mercedes-Benz;*;1989,Body,0.4519025059862144,6.478727545568242e-05,Point,sedan
Mercedes-Benz;*;2009,Body,0.455187729883582,0.00721050290694853,Point,crossover
Mercedes-Benz;*;1996,Body,0.45188622956796065,0.0010992487877649186,Point,sedan
Mercedes-Benz;*;2014,Body,0.4738012481422874,0.025341129389970605,Point,sedan
Mercedes-Benz;*;2000,Body,0.45538066248614484,0.003911226329909678,Point,sedan
Mercedes-Benz;*;2004,Body,0.4555831033633875,0.0053088421169064995,Point,sedan
Mercedes-Benz;*;1987,Body,0.451911958935019,8.14468605728579e-05,Point,sedan
Mercedes-Benz;*;1990,Body,0.4519136029288987,4.812769033850694e-05,Point,sedan
Mercedes-Benz;*;2005,Body,0.4587510834866779,0.005727158128982065,Point,sedan
Mercedes-Benz;*;1995,Body,0.45156919385616334,0.0007428694110249848,Point,sedan
Mercedes-Benz;*;2002,Body,0.45721133625922894,0.003233798237311642,Point,sedan
Mercedes-Benz;*;2015,Body,0.45593905040655625,0.02340891368678033,Point,sedan
Mercedes-Benz;*;1992,Body,0.4517820860265571,0.00026223421017776215,Point,sedan
Mercedes-Benz;*;1988,Body,0.45185606363393105,0.0001604256344616898,Point,sedan
Mercedes-Benz;*;1986,Body,0.45190291698342155,6.417025378467592e-05,Point,sedan
Mercedes-Benz;*;1980,Body,0.4518817342545116,9.597155070835089e-05,Point,other
Mercedes-Benz;*;1979,Body,0.4519050541697295,6.096174109544212e-05,Point,sedan
Mercedes-Benz;*;1985,Body,0.4518112658829826,0.00020176608641912525,Point,sedan
Mercedes-Benz;*;1993,Body,0.45183140424559887,0.00017153202453980677,Point,sedan
Mercedes-Benz;*;1969,Body,0.4516579800225048,0.0004319028292711293,Point,sedan
Mercedes-Benz;*;1978,Body,0.4518815451970123,9.625538067701388e-05,Point,sedan
Mercedes-Benz;*;1983,Body,0.4519259329092773,2.9617040208311962e-05,Point,sedan
Audi;*;1991,Body,0.4518104521313442,0.0002029877893277181,Point,sedan
Audi;*;1999,Body,0.45506249735918447,0.0011136994352998909,Point,sedan
Audi;*;2003,Body,0.46197353780592565,0.002591429316060196,Point,vagon
Audi;*;2007,Body,0.4601600595648534,0.00794636295179088,Point,crossover
Audi;*;2011,Body,0.45332569109315834,0.007723840256359097,Point,sedan
Audi;*;2016,Body,0.44906766901999107,0.007823793447910453,Point,crossover
Audi;*;1997,Body,0.45180911795921785,0.0006373833861497137,Point,sedan
Audi;*;2006,Body,0.4534053424066128,0.00320418119710333,Point,sedan
Audi;*;2012,Body,0.45631489369867817,0.009080695591769229,Point,sedan
Audi;*;1994,Body,0.4518708593560956,0.00012895752924035834,Point,sedan
Audi;*;2008,Body,0.4593497035488673,0.005519826507090462,Point,sedan
Audi;*;2001,Body,0.45331454745421484,0.0011242134845738415,Point,sedan
Audi;*;2013,Body,0.4644050217208109,0.012829719264804718,Point,crossover
Audi;*;1998,Body,0.45206634286804215,0.0009063924942751272,Point,sedan
Audi;*;2010,Body,0.4539553421267891,0.009477317121892207,Point,crossover
Audi;*;1989,Body,0.45185935156641177,0.00012957455091136484,Point,sedan
Audi;*;2009,Body,0.45110292301580124,0.004426451765633525,Point,sedan
Audi;*;1996,Body,0.45158976030852216,0.0007465838814844439,Point,sedan
Audi;*;2014,Body,0.45012171037865756,0.009431756241705086,Point,crossover
Audi;*;2000,Body,0.45495077027036745,0.0012982734468997622,Point,sedan
Audi;*;2004,Body,0.45790133415873235,0.0019337088956341082,Point,sedan
Audi;*;1987,Body,0.45185638420720264,0.00013402944737603176,Point,sedan
Audi;*;1990,Body,0.4519168909191317,8.638303394090989e-05,Point,other
Audi;*;2005,Body,0.4526817407631152,0.0018763629015307642,Point,sedan
Audi;*;1995,Body,0.4518030461787709,0.00021410651983925523,Point,sedan
Audi;*;2002,Body,0.4531902569924511,0.0013171808419644142,Point,sedan
Audi;*;2015,Body,0.4599161040711143,0.008285860615612076,Point,crossover
Audi;*;1992,Body,0.451763180906513,0.00027395762192688566,Point,sedan
Audi;*;1988,Body,0.4518688043906859,0.00011538305247821535,Point,sedan
Audi;*;1986,Body,0.4519004592208904,6.786004337729479e-05,Point,sedan
Audi;*;1980,Body,0.4519407289469395,7.4042600520779905e-06,Point,sedan
Audi;*;1985,Body,0.45193043336366756,2.2860652910790796e-05,Point,sedan
Audi;*;1993,Body,0.45183066446681974,0.0001726426635476185,Point,sedan
Toyota;*;1991,Body,0.45192100913155075,6.41579133512558e-05,Point,other
Toyota;*;1999,Body,0.4518503284969111,0.0007681919804030915,Point,crossover
Toyota;*;2003,Body,0.4523303579647149,0.0020836698425555278,Point,crossover
Toyota;*;2007,Body,0.4486376553323582,0.01108596666080667,Point,sedan
Toyota;*;2011,Body,0.5181128937503692,0.010585414000419359,Point,crossover
Toyota;*;2016,Body,0.4464495874152724,0.025662648646555014,Point,crossover
Toyota;*;1997,Body,0.45187332531628954,0.00010859581409714386,Point,crossover
Toyota;*;2006,Body,0.45234330430661196,0.005358512361422522,Point,crossover
Toyota;*;2012,Body,0.45539232690418274,0.014287840196860437,Point,crossover
Toyota;*;1994,Body,0.45193003988339076,0.0004134045195743545,Point,crossover
Toyota;*;2008,Body,0.5139108205221674,0.017381438770085984,Point,crossover
Toyota;*;2001,Body,0.4517392561719048,0.0006608302096479606,Point,crossover
Toyota;*;2013,Body,0.45826203650405306,0.016124590307112583,Point,crossover
Toyota;*;1998,Body,0.4518930530646783,7.89787738888319e-05,Point,sedan
Toyota;*;2010,Body,0.4513971521824801,0.0061017149641498505,Point,crossover
Toyota;*;1989,Body,0.45190292520336617,9.747708358560674e-05,Point,vagon
Toyota;*;2009,Body,0.455373227197462,0.005703291730747534,Point,crossover
Toyota;*;1996,Body,0.4519122660761046,0.0002301490832854242,Point,crossover
Toyota;*;2014,Body,0.49165662973100643,0.011445173847864828,Point,crossover
Toyota;*;2000,Body,0.45178238527201064,0.0008970137648758285,Point,crossover
Toyota;*;2004,Body,0.45385262554327854,0.0022787103927606822,Point,crossover
Toyota;*;1987,Body,0.45191278093185583,7.83617522178254e-05,Point,sedan
Toyota;*;2005,Body,0.45339254059146616,0.0035195779944550126,Point,crossover
Toyota;*;1995,Body,0.4518782572422477,0.00013574476762142983,Point,hatch
Toyota;*;2002,Body,0.45203206554143616,0.0010211708655157561,Point,crossover
Toyota;*;2015,Body,0.4484292839407099,0.009310695726023272,Point,crossover
Toyota;*;1992,Body,0.45191853491548495,4.072343028642895e-05,Point,van
Toyota;*;1988,Body,0.45192264490997514,3.455321357636396e-05,Point,other
Toyota;*;1979,Body,0.4519407289469395,7.4042600520779905e-06,Point,sedan
Toyota;*;1985,Body,0.451931275915176,3.5170235247370456e-05,Point,hatch
Toyota;*;1993,Body,0.45181003292603383,0.00020361715143214475,Point,crossover
Renault;*;1991,Body,0.4519201789126627,3.825534360240295e-05,Point,hatch
Renault;*;1999,Body,0.45189140908110825,0.00013204263759539084,Point,van
Renault;*;2003,Body,0.4519566302094893,0.0010439636460427362,Point,van
Renault;*;2007,Body,0.45314579351152895,0.0025464237553769822,Point,van
Renault;*;2011,Body,0.4517472838952675,0.005130658598753242,Point,vagon
Renault;*;2016,Body,0.4515280010831454,0.002801493603528354,Point,crossover
Renault;*;1997,Body,0.452301988311439,0.00010057453237405938,Point,hatch
Renault;*;2006,Body,0.4520773475807899,0.0023508155452345017,Point,van
Renault;*;2012,Body,0.4572829678718463,0.010602851032842002,Point,van
Renault;*;1994,Body,0.4519177129172053,7.280855717876691e-05,Point,hatch
Renault;*;2008,Body,0.4541434669941755,0.0032843199717336544,Point,van
Renault;*;2001,Body,0.4519750086685915,0.00036032831543437543,Point,van
Renault;*;2013,Body,0.4528314753569518,0.004083375376120491,Point,van
Renault;*;1998,Body,0.45191442492614775,8.514899059889689e-05,Point,van
Renault;*;2010,Body,0.4546929520375367,0.002686364270361256,Point,van
Renault;*;2009,Body,0.4539400756332337,0.002389675570074491,Point,van
Renault;*;1996,Body,0.45191524692360285,4.565960365448094e-05,Point,hatch
Renault;*;2014,Body,0.45250327014743297,0.0017560066543842363,Point,van
Renault;*;2000,Body,0.4518429119370325,0.00024248951670555419,Point,van
Renault;*;2004,Body,0.45260108305476865,0.0013802774780415387,Point,vagon
Renault;*;1987,Body,0.45192646227747313,5.226913979430257e-05,Point,hatch
Renault;*;1990,Body,0.45192511090914267,3.085108355032496e-05,Point,sedan
Renault;*;2005,Body,0.452348628095933,0.0027069234324391925,Point,van
Renault;*;2002,Body,0.45164399897438867,0.0005522343955508168,Point,van
Renault;*;2015,Body,0.4522504047937883,0.0006737491625868265,Point,van
Renault;*;1988,Body,0.4519275851301714,4.9349393247099805e-05,Point,sedan
Renault;*;1986,Body,0.45193456392313336,1.665958511717548e-05,Point,sedan
Volkswagen;*;1991,Body,0.4517619561872912,0.000316519776792914,Point,sedan
Volkswagen;*;1999,Body,0.45207520567869797,0.001065571744961384,Point,van
Volkswagen;*;2003,Body,0.45236643585921743,0.0026129386915114826,Point,van
Volkswagen;*;2007,Body,0.4556389544693986,0.008529942048228828,Point,sedan
Volkswagen;*;2011,Body,0.458966099221796,0.018586679540496396,Point,sedan
Volkswagen;*;2016,Body,0.4899881967560453,0.012261541646296765,Point,sedan
Volkswagen;*;1997,Body,0.4520646446885076,0.0005534684388928298,Point,van
Volkswagen;*;2006,Body,0.45855310715699416,0.005301437856854422,Point,sedan
Volkswagen;*;2012,Body,0.4590113095165339,0.021029894451177124,Point,sedan
Volkswagen;*;1994,Body,0.4523748659403105,0.0003381155352781414,Point,hatch
Volkswagen;*;2008,Body,0.4598675381434024,0.010760179218515239,Point,van
Volkswagen;*;2001,Body,0.4523454812878479,0.0016221376326426664,Point,van
Volkswagen;*;2013,Body,0.4547320356506045,0.0176735615100073,Point,van
Volkswagen;*;1998,Body,0.45203240797690136,0.000757690271562561,Point,sedan
Volkswagen;*;2010,Body,0.45181547814896394,0.006120583486849229,Point,van
Volkswagen;*;1989,Body,0.45240951505639604,0.0002579150584807167,Point,sedan
Volkswagen;*;2009,Body,0.45300240218061505,0.0032060322621163496,Point,van
Volkswagen;*;1996,Body,0.452267446969268,0.0006176386926775057,Point,hatch
Volkswagen;*;2014,Body,0.4549605411786225,0.010287780639954282,Point,crossover
Volkswagen;*;2000,Body,0.45315397115965705,0.0016214959301048195,Point,van
Volkswagen;*;2004,Body,0.4530866565769931,0.003292378274756999,Point,van
Volkswagen;*;1987,Body,0.4519125093457973,0.00012834050756935185,Point,hatch
Volkswagen;*;1990,Body,0.4518466108464442,0.00018078734960490426,Point,sedan
Volkswagen;*;2005,Body,0.4522374145317226,0.004819630314832286,Point,van
Volkswagen;*;1995,Body,0.452312482503726,0.000688583844409833,Point,van
Volkswagen;*;2002,Body,0.45238676529956745,0.002240751219560362,Point,van
Volkswagen;*;2015,Body,0.455027394184205,0.011069424309806987,Point,crossover
Volkswagen;*;1992,Body,0.4519681616748058,0.00022397886657535922,Point,hatch
Volkswagen;*;1988,Body,0.45194934976324774,0.0001517873310675988,Point,vagon
Volkswagen;*;1986,Body,0.451907437956102,8.453196892789039e-05,Point,hatch
Volkswagen;*;1980,Body,0.45193500163944145,1.600245703755356e-05,Point,sedan
Volkswagen;*;1985,Body,0.45192757691016494,2.7148953524285966e-05,Point,hatch
Volkswagen;*;1993,Body,0.4520056424622435,0.0005312556587365959,Point,hatch
Volkswagen;*;1984,Body,0.4519549559743129,7.032813006132078e-05,Point,sedan
Volkswagen;*;1982,Body,0.4519296319124336,2.406384516925347e-05,Point,hatch
Mitsubishi;*;1991,Body,0.4519126536914585,0.0001357324271880097,Point,crossover
Mitsubishi;*;1999,Body,0.45202906850334834,0.0003319453185680764,Point,crossover
Mitsubishi;*;2003,Body,0.45180371238921846,0.0004991581914108378,Point,other
Mitsubishi;*;2007,Body,0.44986838168358356,0.006249787824757991,Point,sedan
Mitsubishi;*;2011,Body,0.4507548676128278,0.0031808454375058647,Point,crossover
Mitsubishi;*;2016,Body,0.44974699615703984,0.004021858932542814,Point,crossover
Mitsubishi;*;1997,Body,0.45201845250545314,0.00029111082438086633,Point,sedan
Mitsubishi;*;2006,Body,0.45858280658162454,0.0035540324845640156,Point,crossover
Mitsubishi;*;2012,Body,0.45175216447175304,0.002556789719449891,Point,crossover
Mitsubishi;*;1994,Body,0.4519131919303515,8.453196892789039e-05,Point,other
Mitsubishi;*;2008,Body,0.47483315453193364,0.012638010631622999,Point,crossover
Mitsubishi;*;2001,Body,0.45192126831806045,0.00034181766530418046,Point,crossover
Mitsubishi;*;2013,Body,0.4514945151746843,0.002422427080371516,Point,crossover
Mitsubishi;*;1998,Body,0.4518716813426207,0.00011106390078116986,Point,sedan
Mitsubishi;*;2010,Body,0.45153139660113106,0.0007268515284456561,Point,sedan
