Subspace,Breackdown,Breackdown Top 1 Value,Measure,Predicted Measure,Error,Sig,Impact
*;*;*,Year,2007/1/1,5044961,5191786.623022641,-146825.62302264106,0.5852967467062686,1.0
*;*;*,Brand,Ford,5489641,19814158.351733834,-14324517.351733834,0.007815716392854024,1.0
*;*;*,Category,SUV,6853129,67340023.77447501,-60486894.77447501,2.1344928770751573e-28,1.0
2007/1/1;*;*,Brand,Toyota,1320896,4460000.252787129,-3139104.252787129,0.36684577026410026,0.23013476832708019
2007/1/1;*;*,Category,SUV,1624365,15787490.199116295,-14163125.199116295,0.008483135773702827,0.23013476832708019
2008/1/1;*;*,Brand,Toyota,1183312,3987716.1633408205,-2804404.1633408205,0.3904817977903063,0.2039496540607491
2008/1/1;*;*,Category,SUV,1250410,13663984.062272092,-12413574.062272092,0.01957832023583601,0.2039496540607491
2009/1/1;*;*,Brand,Toyota,971583,3698903.0875246413,-2727320.0875246413,0.3959868198464087,0.1726621684893299
2009/1/1;*;*,Category,SUV,1092317,12659684.209015759,-11567367.209015759,0.02836457288322479,0.1726621684893299
2010/1/1;*;*,Brand,Ford,1054260,3533507.108269829,-2479247.108269829,0.4138391668144419,0.18968328649404556
2010/1/1;*;*,Category,SUV,1337204,13698858.207555547,-12361654.207555547,0.020041371769354305,0.18968328649404556
2011/1/1;*;*,Brand,Ford,1296077,2912866.267497707,-1616789.2674977072,0.47706660927978883,0.20357012262879526
2011/1/1;*;*,Category,SUV,1548833,12867127.914185122,-11318294.914185122,0.03150379894065779,0.20357012262879526
*;BMW;*,Year,2007/1/1,307361,309360.8352503091,-1999.8352503090864,0.5957485032970364,0.055697879842538246
*;BMW;*,Category,Compact,595337,913159.0952352504,-317822.0952352504,0.5728786794617784,0.055697879842538246
*;Ford;*,Year,2011/1/1,1296077,1464340.5474508167,-168263.54745081672,0.5837442836929099,0.2504196285628057
*;Ford;*,Category,SUV,2230050,3053181.412622001,-823131.412622001,0.5358044454961477,0.2504196285628057
*;GMC;*,Year,2007/1/1,424660,541308.7583817121,-116648.75838171213,0.5874797936162018,0.07709364500162579
*;GMC;*,Category,SUV,858885,-1,858886,0.656242158080722,0.07709364500162579
*;Honda;*,Year,2007/1/1,1034136,1230434.2766712105,-196298.27667121054,0.5817121326117222,0.20214729030979617
*;Honda;*,Category,Subcompact,1728689,2749129.2064735363,-1020440.2064735363,0.5212248680636269,0.20214729030979617
*;Hyundai;*,Year,2011/1/1,589546,623525.4910023867,-33979.49100238667,0.5934461950873434,0.10161470552922557
*;Hyundai;*,Category,Midsize,805537,1478720.617611181,-673183.617611181,0.5468534002921333,0.10161470552922557
*;Mazda;*,Year,2007/1/1,235257,256280.44716036334,-21023.447160363343,0.5943793323986788,0.046436218100656845
*;Mazda;*,Category,Compact,535484,1327093.9188943042,-791609.9188943042,0.5381297004606377,0.046436218100656845
*;Toyota;*,Year,2007/1/1,1320896,1457828.3290023615,-136932.3290023615,0.5860127386080117,0.2409490420663151
*;Toyota;*,Category,Midsize,1902863,2557112.3044168204,-654249.3044168204,0.5482461852981463,0.2409490420663151
*;Volkswagen;*,Year,2011/1/1,134569,149844.26098833926,-15275.260988339258,0.5947931644925682,0.025641590587036592
*;Volkswagen;*,Category,Midsize,199258,228196.57801498115,-28938.578014981147,0.5938093217664745,0.025641590587036592
*;*;Compact,Year,2011/1/1,593572,702919.5500764995,-109347.55007649946,0.5880075721287612,0.1241336465197515
*;*;Compact,Brand,Ford,877607,2397289.8850263385,-1519682.8850263385,0.48425224826218544,0.1241336465197515
*;*;Fullsize,Year,2007/1/1,143852,155345.40026047433,-11493.40026047433,0.595065376155686,0.026542658420616438
*;*;Fullsize,Brand,Ford,522007,-1,522008,0.6329469948539287,0.026542658420616438
*;*;Midsize,Year,2007/1/1,1257322,1330478.288376187,-73156.28837618697,0.5906213428981499,0.265344017873011
*;*;Midsize,Brand,Toyota,1902863,7170875.426883789,-5268012.426883789,0.23099665303590267,0.265344017873011
*;*;Sporty,Year,2007/1/1,166500,144670.43151437427,21829.56848562573,0.5974619024263462,0.024445108624450363
*;*;Sporty,Brand,Ford,436654,62496.65760153983,374157.34239846014,0.6225603268516035,0.024445108624450363
*;*;Subcompact,Year,2008/1/1,985838,1170211.8680273565,-184373.86802735645,0.5825767661449202,0.1903254792222963
*;*;Subcompact,Brand,Toyota,1849262,12193656.281971835,-10344394.281971835,0.04664628392843963,0.1903254792222963
*;*;SUV,Year,2007/1/1,1624365,2001289.8390371283,-376924.83903712826,0.5685690224600743,0.31261753157865735
*;*;SUV,Brand,Ford,2230050,8711107.914071104,-6481057.914071104,0.16831694287638105,0.31261753157865735
*;*;Pickup,Year,2007/1/1,301842,333470.20781250735,-31628.207812507346,0.5936155818964497,0.05252874676896498
*;*;Pickup,Brand,GMC,831144,-1,831145,0.6543446977590804,0.05252874676896498
*;*;MPV,Year,2008/1/1,22021,25767.99194294892,-3746.99194294892,0.5956228052369174,0.004062810992252084
*;*;MPV,Brand,Mazda,89064,-1,89065,0.6022861280702491,0.004062810992252084
2007/1/1;BMW;*,Category,Compact,196632,210448.59780856638,-13816.597808566381,0.5948981619353796,0.014020812554899769
2007/1/1;Ford;*,Category,SUV,523825,608093.4931651214,-84268.49316512141,0.5898192305630154,0.05493530448821464
2007/1/1;GMC;*,Category,Pickup,229131,-1,229132,0.6122852280389932,0.01937161272758657
2007/1/1;Honda;*,Category,Midsize,392231,795864.1715852744,-403633.1715852744,0.5666187897442029,0.047173932321517134
2007/1/1;Hyundai;*,Category,Midsize,145568,523815.1254488809,-378247.1254488809,0.568472508500195,0.018303450707078006
2007/1/1;Mazda;*,Category,Compact,120291,1002906.7864596037,-882615.7864596037,0.5314131754070152,0.010731661789322833
2007/1/1;Toyota;*,Category,Midsize,473108,592230.7288666648,-119122.72886666481,0.587300923109211,0.0602549940315033
2007/1/1;Volkswagen;*,Category,Midsize,39288,55415.96626095976,-16127.966260959758,0.5947317819302966,0.005342999706957942
2008/1/1;BMW;*,Category,Compact,112464,180642.1227131784,-68178.1227131784,0.5909805590588418,0.01136372759715366
2008/1/1;Ford;*,Category,SUV,400904,675279.7885397777,-274375.78853977774,0.5760411916991381,0.04675334580677982
2008/1/1;GMC;*,Category,Pickup,183518,-1,183519,0.6090368236192193,0.015028851687509876
2008/1/1;Honda;*,Category,Subcompact,419083,892362.8022813174,-473279.8022813174,0.56152569916579,0.04632828884969497
2008/1/1;Hyundai;*,Category,Midsize,117357,187295.07811362614,-69938.07811362614,0.590853572316998,0.01608123030952613
2008/1/1;Mazda;*,Category,Compact,109957,581328.8489174274,-471371.84891742736,0.5616653630188717,0.009743739647276624
2008/1/1;Toyota;*,Category,Subcompact,453335,861653.7931704824,-408318.7931704824,0.5662764786436205,0.053978857909635754
2008/1/1;Volkswagen;*,Category,Midsize,32139,41252.070542846035,-9113.070542846035,0.5952366845133458,0.00467161225317228
2009/1/1;BMW;*,Category,Compact,90960,166907.58895308818,-75947.58895308818,0.5904198939698526,0.008963784307908012
2009/1/1;Ford;*,Category,SUV,345437,662562.2218891454,-317125.22188914544,0.5729294433133749,0.04151622259664458
